ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,G.UPH,wip_outplan_time
BB748,UTC2000,RUNNING,R02AWBG41,2200,048TPAW086,AAW048TP1041B,22-01-14 16:33,22-01-14 06:01,MXIC,TSOP1-48/M2,720,,1091A08T41,,R02AWBG37,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,68.3815,2022-01-14 16:33:10
BB749,UTC2000,IDLE,,,,AYZ096EF2003A,,22-01-14 14:40,,,,,,,R02YZA508,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,
BB750,UTC2000,WAIT-REPAIR,R02ABN212,2200,054NRAB004,AAB054NR2001A,22-01-14 11:48:33,22-01-14 14:15,WINBOND,VFBGA54B4U,7760,,1091A08T21,,R02ABLH07,VFBGA54B4U,WINBOND,AAB054NR2001A,1091A08T21,305.3403,2022-01-14 11:48:33
BB751,UTC2000,RUNNING,P53MSJL09,2200,078ENMS007,AMS078EN1002A,22-01-14 17:44,22-01-14 03:38,MTI,FBGA-78UEN,3540,,1091A06T21,,P53MSJB10,FBGA-78UEN,MTI,AMS078EN1002A,1091A06T21,251.2358,2022-01-14 17:44:27
BB752,UTC2000,RUNNING,R03YZA101,2200,096EFYZ004,AYZ096EF2003A,22-01-15 01:34,22-01-14 08:26,ZJP,FBGA-96UEF,2500,,,,R02YZA126,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,2022-01-15 01:34:40
BB753,UTC2000,RUNNING,R03MSI605,2200,096ECMS010,AMS096EC3001B,22-01-14 21:04,22-01-13 22:01,MTI,FBGA-96UEC,5525,,,,R02MSHT03,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,239.5637,2022-01-14 21:04:58
BB754,UTC2000,RUNNING,R02YZA507,2200,096EFYZ004,AYZ096EF2003A,22-01-14 17:36,22-01-14 00:28,ZJP,FBGA-96UEF,2500,01/14/2022 MP,1091A07T21,4,R02YZA319,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,2022-01-14 17:36:05
BB755,UTC2000,WAIT-REPAIR,,,,AVE054TS1001E,,22-01-14 02:01,,,,01/15/2022 MP,,,P53VEVG03,TSOP2-54CMES,Everspin,AVE054TS1001E,1091A08T21,142.9056,
BB756,UTC2000,RUNNING,R02AWGE09,2200,048TPAW103,AAW048TP1008B,22-01-14 21:07,22-01-14 09:40,MXIC,TSOP1-48/M2,720,01/16/2022 MP,1091A08T41,,R02AWCU33,TSOP1-48/M2,MXIC,AAW048TP1008B,1091A08T41,62.8647,2022-01-14 21:07:20
BB757,UTC2000,RUNNING,R02YZA512,2200,096EFYZ004,AYZ096EF2003A,22-01-14 16:49,22-01-13 23:50,ZJP,FBGA-96UEF,2477,01/17/2022 MP,1091A07T21,4,R02YZA106,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,2022-01-14 16:49:22
BB758,UTC2000,RUNNING,R02ABLG07,2200,054NRAB004,AAB054NR2001A,22-01-14 14:58,22-01-13 13:25,WINBOND,VFBGA54B4U,7800,01/18/2022 MP,1091A08T21,4,R02ABN203,VFBGA54B4U,WINBOND,AAB054NR2001A,1091A08T21,305.3403,2022-01-14 14:58:32
BB759,UTC2000,RUNNING,R02AWCH11,2200,048TPAW086,AAW048TP1041B,22-01-14 14:58,22-01-14 04:26,MXIC,TSOP1-48/M2,720,01/19/2022 MP,1091A08T41,,R02AWB519,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,68.3815,2022-01-14 14:58:36
BB760,UTC2000,RUNNING,R02AWCH20,2200,048TPAW086,AAW048TP1041B,22-01-14 23:10,22-01-14 12:38,MXIC,TSOP1-48/M2,720,01/20/2022 MP,1091A08T41,,R02AWBG45,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,68.3815,2022-01-14 23:10:10
BB761,UTC2000,RUNNING,R02AWGE14,2200,048TPAW103,AAW048TP1008B,22-01-14 09:49,22-01-13 22:21,MXIC,TSOP1-48/M2,720,01/21/2022 SP,1091A08T41,,R02AWCU34,TSOP1-48/M2,MXIC,AAW048TP1008B,1091A08T41,62.8647,2022-01-14 09:49:01
BB762,UTC2000,IDLE,,,,AYZ096EF2003A,,22-01-14 10:17,,,,01/21/2022 SP,,,R02YZA113,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,
BB763,UTC2000,WAIT-SETUP,,,,AMS096EC1002A,,22-01-14 14:01,,,,01/23/2022 MP,,,R02YZA516,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,305.6722,
BB764,UTC2000,RUNNING,R03ABA403,2200,096ELAB016,AAB096EL1003A,22-01-15 01:36,22-01-14 00:02,WINBOND,FBGA96UEL(2),5920,01/24/2022 MP,,,R03ABA905,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,231.6081,2022-01-15 01:36:33
BB765,UTC2000,RUNNING,R03YZA105,2200,096EFYZ004,AYZ096EF2003A,22-01-15 06:45,22-01-14 13:45,ZJP,FBGA-96UEF,2480,01/25/2022 MP,,,R02YZA114,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,2022-01-15 06:45:16
BB766,UTC2000,RUNNING,R02ABN213,2200,054NRAB004,AAB054NR2001A,22-01-14 21:00,22-01-13 19:58,WINBOND,VFBGA54B4U,7647,01/26/2022 MP,1091A08T21,,R02ABLG02,VFBGA54B4U,WINBOND,AAB054NR2001A,1091A08T21,305.3403,2022-01-14 21:00:58
BB767,UTC2000,RUNNING,R02AWCH23,2200,048TPAW086,AAW048TP1041B,22-01-14 12:26,22-01-14 01:54,MXIC,TSOP1-48/M2,720,01/27/2022 MP,1091A08T41,,R02AWBG35,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,68.3815,2022-01-14 12:26:09
BB768,UTC2000,QC,,,,AVE054TS1001E,,,,,,01/28/2022 MP,,,R02ABN215,VFBGA54B4U,WINBOND,AAB054NR2001A,1091A08T21,142.9056,
BB769,UTC2000,IDLE,,,,ABU100X69007A,,22-01-13 23:53,,,,01/29/2022 MP,,,R80CMBA01,SSBGA100D4U,ENG,ABU100X69007A,1091A07C21,,
BB770,UTC2000,RUNNING,R03ABAA03,2200,096ELAB016,AAB096EL1003A,22-01-15 09:46,22-01-14 08:11,WINBOND,FBGA96UEL(2),5927,01/30/2022 MP,1091A07T21,,R02ABN502,FBGA96UEL(2),WINBOND,AAB096EL1003A,1091A07T21,231.6081,2022-01-15 09:46:47
BB771,UTC2000,RUNNING,R02AWCH27,2200,048TPAW086,AAW048TP1041B,22-01-14 14:51,22-01-14 04:19,MXIC,TSOP1-48/M2,720,01/31/2022 MP,1091A08T41,,R02AWB548,TSOP1-48/M2,MXIC,AAW048TP1041B,1091A08T41,68.3815,2022-01-14 14:51:27
BB772,UTC2000,RUNNING,R02BUB601,2200,096EABU001,ABU096EA1001A,22-01-14 20:30,22-01-14 09:53,ICSI,FBGA-96LEA,2520,,,,R02BUB202,FBGA-96LEA,ICSI,ABU096EA1001A,1091A07C21,237.7557,2022-01-14 20:30:06
BB773,UTC2000,WAIT-SETUP,,,,AMS096EC1002A,,22-01-14 15:16,,,,,,,R02YZA513,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,305.6722,
BB774,UTC2000,WAIT-SETUP,,,,AAW024XJ6014A,,22-01-14 15:17,,,,,,,R02ABN210,VFBGA54B4U,WINBOND,AAB054NR2001A,1091A08T21,421.8269,
BB775,UTC2000,RUNNING,R02YZA519,2200,096EFYZ004,AYZ096EF2003A,22-01-15 03:12,22-01-14 10:21,ZJP,FBGA-96UEF,2460,,1091A07T21,4,R02YZA117,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,2022-01-15 03:12:43
BB776,UTC2000,WAIT-SETUP,,,,AAW024XJ6014A,,22-01-14 15:18,,,,,,,P53MSJI07,FBGA-78UEN,MTI,AMS078EN1002A,1091A06T21,421.8269,
BB777,UTC2000,RUNNING,R03MSFL02,2200,078U9MS017,AMS078C93001B,22-01-15 06:34,22-01-13 18:06,MTI,FBGA-78U9,6639,,1091A06T21,,R02SSA120,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,182.1146,2022-01-15 06:34:20
BB778,UTC2000,SETUP,R02MSCI04,2200,078EPMS004,AMS078EP1001A,22-01-14 15:51,22-01-14 15:21,MTI,FBGA-78UEP,4403,,,,R02MSB302,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,246.8543,2022-01-14 21:11:56
BB779,UTC2000,IN-REPAIR,R02VGAX01,2200,024XWVG005,ABU024XW3011A,22-01-14 23:50:08,22-01-14 15:31,ISSI-VG,STBGA24J4U,5108,,,,R02SSA123,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,463.7914,2022-01-14 23:50:08
BB780,UTC2000,RUNNING,R02YZA119,2200,096EFYZ004,AYZ096EF2003A,22-01-14 17:12,22-01-14 00:14,ZJP,FBGA-96UEF,2476,,1091A07T21,4,R02YZA112,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,2022-01-14 17:12:30
BB781,UTC2000,IDLE,,,,AYZ096EF2003A,,22-01-14 14:09,,,,,,,R02YZA514,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,
BB782,UTC2000,RUNNING,R02YZA521,2200,096EFYZ004,AYZ096EF2003A,22-01-14 22:59,22-01-14 06:06,ZJP,FBGA-96UEF,2463,,1091A07T21,4,R02YZA118,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,2022-01-14 22:59:28
BB783,UTC2000,SETUP,,,,AAW024XJ6014A,22-01-14 16:07,22-01-14 15:37,,,,,,,R02ABN207,VFBGA54B4U,WINBOND,AAB054NR2001A,1091A08T21,421.8269,
BB784,UTC2000,RUNNING,R02YZA124,2200,096EFYZ004,AYZ096EF2003A,22-01-14 18:04,22-01-14 00:59,ZJP,FBGA-96UEF,2492,,1091A07T21,4,R02YZA111,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,2022-01-14 18:04:02
BB785,UTC2000,PM,R02AWE802,2200,024MAAW010,AAW024MA5007A,22-01-14 19:02,22-01-14 15:02,MXIC,MINIBGA24A3L,8424,01/14/2022 MP,,,R02AWE706,MINIBGA24A3L,MXIC,AAW024MA5007A,1091A07T41,1638.4841,2022-01-14 19:54:45
BB786,UTC2000,IDLE,,,,ASS153XT3001A,,22-01-14 15:04,,,,01/15/2022 MP,,,R02SSA127,SSBGA153JAU,HOSIN,ASS153XT3001A,1091A07C41,127.2132,
BB787,UTC2000,WAIT-SETUP,,,,AAW024XJ6014A,,22-01-14 15:14,,,,01/16/2022 MP,,,R02ABN206,VFBGA54B4U,WINBOND,AAB054NR2001A,1091A08T21,421.8269,
BB788,UTC2000,SETUP,R03YZA104,2200,096EFYZ004,AYZ096EF2003A,22-01-14 15:59,22-01-14 15:29,ZJP,FBGA-96UEF,2483,01/17/2022 MP,,,R02YZA523,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,145.9357,2022-01-15 01:51:29
BB789,UTC2000,RUNNING,R02BUBA04,2200,096EABU001,ABU096EA1001A,22-01-14 18:22,22-01-14 07:36,ICSI,FBGA-96LEA,2560,01/18/2022 MP,,,R02BUB704,FBGA-96LEA,ICSI,ABU096EA1001A,1091A07C21,237.7557,2022-01-14 18:22:38
BB790,UTC2000,RUNNING,R03MSI608,2200,096ECMS010,AMS096EC3001B,22-01-14 19:59,22-01-14 10:15,MTI,FBGA-96UEC,2318,01/19/2022 MP,,,R03MSI308,FBGA-96UEC,MTI,AMS096EC3001B,1091A06T21,239.5637,2022-01-14 19:59:25
BB791,UTC2000,WAIT-SETUP,,,,AMS096EC1002A,,22-01-14 15:27,,,,01/20/2022 MP,,,R02YZA522,FBGA-96UEF,ZJP,AYZ096EF2003A,1091A07T21,305.6722,
BB801,MAXUM,RUNNING,R02MSGW06,2200,096ECMS003,AMS096EC1002A,22-01-14 19:26,22-01-14 01:50,MTI,FBGA-96UEC,5560,01/27/2022 MP,1091A06T41,,R02MSGU04,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,315.8637,2022-01-14 19:26:18
BB802,MAXUM,RUNNING,R02ASCC02,2200,096ELAS001,AAS096EL1002A,22-01-14 23:52,22-01-14 04:35,EliteMT,FBGA-96UEL-3,2940,01/28/2022 MP,1091G08PA1,,R02ASC608,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,2022-01-14 23:52:57
BB803,MAXUM,RUNNING,R02ASC805,2200,096ELAS001,AAS096EL1002A,22-01-15 10:13,22-01-14 15:00,EliteMT,FBGA-96UEL-3,2928,01/29/2022 MP,,,R02ASCC07,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,2022-01-15 10:13:24
BB804,MAXUM,RUNNING,R02ASC811,2200,096ELAS001,AAS096EL1002A,22-01-15 08:47,22-01-14 13:30,EliteMT,FBGA-96UEL-3,2940,01/30/2022 MP,,,R02ASCC05,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,2022-01-15 08:47:53
BB805,MAXUM,RUNNING,R02ASE605,2200,008YQAS031,AAS008YQ2014A,22-01-14 12:14,22-01-14 06:08,EliteMT,DFN-08YQ2AW,6160,01/31/2022 MP,1091G08PA4,,R02ASE612,DFN-08YQ2AW,EliteMT,AAS008YQ2014A,1091G08PA4,1010.6368,2022-01-14 12:14:37
BB806,MAXUM,IDLE,,,,AMS078EP1001A,,22-01-14 15:24,,,,,,,R02MSAY03,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,218.0035,
BB807,MAXUM,RUNNING,R02ASDX03,2200,090NCAS001,AAS090NC4001A,22-01-15 10:24,22-01-14 07:53,EliteMT,VFBGA90K4L,3989,,,,R02ASDT04,VFBGA90K4L,EliteMT,AAS090NC4001A,1091G08PA1,150.3938,2022-01-15 10:24:50
BB808,MAXUM,RUNNING,R02ASDW04,2200,090NCAS001,AAS090NC4001A,22-01-15 02:40,22-01-13 23:37,EliteMT,VFBGA90K4L,4068,,1091G08PA1,,R02ASDV02,VFBGA90K4L,EliteMT,AAS090NC4001A,1091G08PA1,150.3938,2022-01-15 02:40:28
BB809,MAXUM,RUNNING,R02VGB810,2200,008Y6VG011,ABU008Y62005A,22-01-15 00:47,22-01-14 11:14,ISSI-VG,DFN-08Y62D,7496,,1091A07C21,,R02VGB806,DFN-08Y62D,ISSI-VG,ABU008Y62005A,1091A07C21,553.967,2022-01-15 00:47:24
BB810,MAXUM,RUNNING,R02ASDX01,2200,090NCAS001,AAS090NC4001A,22-01-15 16:11,22-01-14 13:10,EliteMT,VFBGA90K4L,4063,,,,R02ASDV06,VFBGA90K4L,EliteMT,AAS090NC4001A,1091G08PA1,150.3938,2022-01-15 16:11:33
BB811,MAXUM,RUNNING,R02ASC809,2200,096ELAS001,AAS096EL1002A,22-01-15 08:07,22-01-14 13:05,EliteMT,FBGA-96UEL-3,2902,,,,R02ASBN01,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,2022-01-15 08:07:37
BB812,MAXUM,RUNNING,R02MSCW02,2200,078EPMS004,AMS078EP1001A,22-01-14 15:16,22-01-13 16:46,MTI,FBGA-78UEP,5681,,,,R02MSAQ01,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,218.0035,2022-01-14 15:16:10
BB813,MAXUM,RUNNING,R02ASD304,2200,008FGAS014,AAS008FG1011A,22-01-14 17:37,22-01-14 08:55,EliteMT,SOP-8G,10080,,1091G08PA4,,R02ASD214,SOP-8G,EliteMT,AAS008FG1011A,1091G08PA4,1156.8699,2022-01-14 17:37:58
BB814,MAXUM,RUNNING,R02ASDX04,2200,090NCAS001,AAS090NC4001A,22-01-15 12:51,22-01-14 09:36,EliteMT,VFBGA90K4L,4098,,,,R02ASDV04,VFBGA90K4L,EliteMT,AAS090NC4001A,1091G08PA1,150.3938,2022-01-15 12:51:36
BB815,MAXUM,RUNNING,R02ASDN01,2200,048MAAS003,AAS048MAB001A,22-01-14 18:11,22-01-12 23:33,EliteMT,MINIBGA48J3U,12164,,1091G08PA4,,R02AWF302,DFN-08Y62D,MXIC,AAW008Y62012A,1091A07T41,285.3507,2022-01-14 18:11:04
BB816,MAXUM,WAIT-REPAIR,R02MSCJ02,2200,078EPMS004,AMS078EP1001A,22-01-14 16:35:19,22-01-14 15:33,MTI,FBGA-78UEP,5822,,1091A06T21,,R02MSAR02,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,218.0035,2022-01-14 16:35:19
BB817,MAXUM,RUNNING,R03ABAG08,2200,008YBAB023,AAB008YB2011A,22-01-14 17:58,22-01-14 12:27,WINBOND,DFN-08YB2G,6240,,1091A07T21,4,R03ABAG04,DFN-08YB2G,WINBOND,AAB008YB2011A,1091A07T21,1131.5622,2022-01-14 17:58:40
BB818,MAXUM,RUNNING,R02ASDW07,2200,090NCAS001,AAS090NC4001A,22-01-15 05:17,22-01-14 02:01,EliteMT,VFBGA90K4L,4099,01/14/2022 MP,1091G08PA1,,R02ASDV03,VFBGA90K4L,EliteMT,AAS090NC4001A,1091G08PA1,150.3938,2022-01-15 05:17:15
BB819,MAXUM,RUNNING,R03ABAB13,2200,008YQAB085,AAB008YQ2045A,22-01-14 22:08,22-01-14 11:02,WINBOND,STDFN-08YQ2A,4320,01/15/2022 MP,1091A07T21,,R03ABAC04,STDFN-08YQ2A,WINBOND,AAB008YQ2045A,1091A07T21,389.0081,2022-01-14 22:08:24
BB821,MAXUM,RUNNING,R02ABPQ17,2200,008YQAB046,AAB008YQ2026A,22-01-14 17:32,22-01-14 12:50,WINBOND,STDFN-08YQ2A,2160,01/16/2022 MP,1091A08T21,,R02ABPQ12,STDFN-08YQ2A,WINBOND,AAB008YQ2026A,1091A08T21,459.8517,2022-01-14 17:32:25
BB822,MAXUM,RUNNING,R03ABAB15,2200,008YQAB085,AAB008YQ2045A,22-01-15 02:34,22-01-14 15:28,WINBOND,STDFN-08YQ2A,4320,01/17/2022 MP,1091A07T21,,R03ABAC05,STDFN-08YQ2A,WINBOND,AAB008YQ2045A,1091A07T21,389.0081,2022-01-15 02:34:22
BB823,MAXUM,RUNNING,R02ASCC06,2200,096ELAS001,AAS096EL1002A,22-01-15 00:34,22-01-14 05:24,EliteMT,FBGA-96UEL-3,2920,01/18/2022 MP,1091G08PA1,,R02ASAZ23,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,2022-01-15 00:34:13
BB824,MAXUM,RUNNING,R02MSGQ07,2200,096ECMS003,AMS096EC1002A,22-01-15 00:51,22-01-14 10:11,MTI,FBGA-96UEC,4628,01/19/2022 MP,1091A06T41,,R02MSGR02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,315.8637,2022-01-15 00:51:43
BB825,MAXUM,RUNNING,R02VGB719,2200,008Y6VG008,ABU008Y62011A,22-01-14 17:01,22-01-14 10:38,ISSI-VG,DFN-08Y62D,8320,01/20/2022 MP,1091A07C41,,R02VGB411,DFN-08Y62D,ISSI-VG,ABU008Y62011A,1091A07C41,1237.7166,2022-01-14 17:01:04
BB826,MAXUM,RUNNING,R02ASC810,2200,096ELAS001,AAS096EL1002A,22-01-15 08:31,22-01-14 13:18,EliteMT,FBGA-96UEL-3,2928,01/21/2022 MP,,,R02ASBX02,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,2022-01-15 08:31:14
BB827,MAXUM,RUNNING,R03ABAF41,2200,008YBAB016,AAB008YB2007A,22-01-14 17:56,22-01-14 12:38,WINBOND,DFN-08YB2G,6240,01/23/2022 MP,1091A07T21,4,R03ABAF35,DFN-08YB2G,WINBOND,AAB008YB2007A,1091A07T21,1175.9163,2022-01-14 17:56:45
BB828,MAXUM,RUNNING,R03ABAF40,2200,008YBAB016,AAB008YB2007A,22-01-14 17:54,22-01-14 12:36,WINBOND,DFN-08YB2G,6240,01/24/2022 MP,1091A07T21,4,R03ABAF36,DFN-08YB2G,WINBOND,AAB008YB2007A,1091A07T21,1175.9163,2022-01-14 17:54:42
BB831,MAXUM,RUNNING,R02MSH201,2200,096ECMS003,AMS096EC1002A,22-01-15 05:26,22-01-14 11:50,MTI,FBGA-96UEC,5560,01/27/2022 MP,1091A06T41,,R02MSGV03,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,315.8637,2022-01-15 05:26:25
BB832,MAXUM,ENG,,,,ABU008YQ2026A,22-01-14 07:16,22-01-14 07:16,,,,01/28/2022 MP,,,R02VGAS20,DFN-08YQ2A,ISSI-VG,ABU008YQ2002A,1091A09C41,1116.5195,
BB833,MAXUM,RUNNING,R02VGB805,2200,008Y6VG011,ABU008Y62005A,22-01-15 01:51,22-01-14 10:50,ISSI-VG,DFN-08Y62D,8320,01/29/2022 MP,1091A07C21,,R02VGB802,DFN-08Y62D,ISSI-VG,ABU008Y62005A,1091A07C21,553.967,2022-01-15 01:51:42
BB834,MAXUM,RUNNING,R02MSCG04,2200,078EPMS004,AMS078EP1001A,22-01-15 00:12,22-01-14 05:34,MTI,FBGA-78UEP,4699,01/30/2022 MP,1091A06T21,,R02MSAU04,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,218.0035,2022-01-15 00:12:05
BB835,MAXUM,QC,R02ASC804,2200,096ELAS001,AAS096EL1002A,,,EliteMT,FBGA-96UEL-3,2940,01/31/2022 MP,,,R02ASAZ20,FBGA-96UEL-3,EliteMT,AAS096EL1002A,1091G08PA1,152.4326,2022-01-15 03:48:54
BB836,MAXUM,RUNNING,R02MSCV04,2200,078EPMS004,AMS078EP1001A,22-01-14 19:51,22-01-13 22:44,MTI,FBGA-78UEP,5330,,,,R02MSAT01,FBGA-78UEP,MTI,AMS078EP1001A,1091A06T21,218.0035,2022-01-14 19:51:11
BB837,MAXUM,IN-REPAIR,R02ASDW06,2200,090NCAS001,AAS090NC4001A,22-01-15 10:30:22,22-01-14 15:11,EliteMT,VFBGA90K4L,3920,,1091G08PA1,,R02ASDV05,VFBGA90K4L,EliteMT,AAS090NC4001A,1091G08PA1,150.3938,2022-01-15 10:30:22
BB838,MAXUM,RUNNING,R02ASD305,2200,008FGAS014,AAS008FG1011A,22-01-14 15:53,22-01-14 07:10,EliteMT,SOP-8G,10080,,1091G08PA4,,R02ASD215,SOP-8G,EliteMT,AAS008FG1011A,1091G08PA4,1156.8699,2022-01-14 15:53:36
BB839,MAXUM,RUNNING,R02MSGX01,2200,096ECMS003,AMS096EC1002A,22-01-15 08:17,22-01-14 14:47,MTI,FBGA-96UEC,5528,,,,R02MSGV07,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,315.8637,2022-01-15 08:17:44
BB840,MAXUM,RUNNING,R02MSH604,2200,096ECMS003,AMS096EC1002A,22-01-15 05:14,22-01-14 11:46,MTI,FBGA-96UEC,5514,,1091A06T41,,R02MSGW02,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,315.8637,2022-01-15 05:14:21
BB841,MAXUM,IDLE,,,,AAS096EI2001A,,22-01-14 12:16,,,,,,,R02ASBU13,FBGA-96UEJ,EliteMT,AAS096EI2001A,1091G08PA1,145.531,
BB842,MAXUM,RUNNING,R03VGC110,2200,008YDVG003,ABU008YD2008A,22-01-14 17:36,22-01-14 11:06,ISSI-VG,DFN-08YD2A,7040,,1091A08C41,,R02VGAS10,DFN-08YQ2A,ISSI-VG,ABU008YQ2002A,1091A09C41,1082.5125,2022-01-14 17:36:14
BB843,MAXUM,RUNNING,R03ABAB16,2200,008YQAB085,AAB008YQ2045A,22-01-14 22:46,22-01-14 11:40,WINBOND,STDFN-08YQ2A,4320,,1091A07T21,,R02ABGR12,STDFN-08YQ2A,WINBOND,AAB008YQ2045A,1091A07T21,389.0081,2022-01-14 22:46:40
BB844,MAXUM,WAIT-REPAIR,R03ABAC11,2200,008YQAB085,AAB008YQ2045A,22-01-14 18:20:29,22-01-14 15:35,WINBOND,STDFN-08YQ2A,4320,,1091A07T21,,R03ABAB09,STDFN-08YQ2A,WINBOND,AAB008YQ2045A,1091A07T21,389.0081,2022-01-14 18:20:29
BB845,MAXUM,RUNNING,R03ABAB12,2200,008YQAB085,AAB008YQ2045A,22-01-14 16:38,22-01-14 05:32,WINBOND,STDFN-08YQ2A,4320,,1091A07T21,,R03ABAB07,STDFN-08YQ2A,WINBOND,AAB008YQ2045A,1091A07T21,389.0081,2022-01-14 16:38:21
BB846,MAXUM,RUNNING,R02ABPQ27,2200,008YQAB046,AAB008YQ2026A,22-01-14 15:48,22-01-14 11:06,WINBOND,STDFN-08YQ2A,2160,,1091A08T21,,R02ABPQ30,STDFN-08YQ2A,WINBOND,AAB008YQ2026A,1091A08T21,459.8517,2022-01-14 15:48:11
BB847,MAXUM,IDLE,,,,AAS096EI2001A,,22-01-14 12:13,,,,,,,R02ASBU17,FBGA-96UEJ,EliteMT,AAS096EI2001A,1091G08PA1,145.531,
BB848,MAXUM,PM,R02ABPQ29,2200,008YQAB046,AAB008YQ2026A,22-01-14 18:36,22-01-14 14:36,WINBOND,STDFN-08YQ2A,2160,01/14/2022 MP,1091A08T21,,R02ABPQ31,STDFN-08YQ2A,WINBOND,AAB008YQ2026A,1091A08T21,459.8517,2022-01-14 17:45:55
BB849,MAXUM,RUNNING,R02ASBU18,2200,096EIAS005,AAS096EI2001A,22-01-14 16:29,22-01-13 20:25,EliteMT,FBGA-96UEJ,2920,01/15/2022 MP,1091G08PA1,,R02ASC211,FBGA-96UEJ,EliteMT,AAS096EI2001A,1091G08PA1,145.531,2022-01-14 16:29:45
BB850,MAXUM,RUNNING,R02VGB423,2200,008Y6VG008,ABU008Y62011A,22-01-14 15:25,22-01-14 09:02,ISSI-VG,DFN-08Y62D,8320,01/15/2022 MP,1091A07C41,,R02VGB434,DFN-08Y62D,ISSI-VG,ABU008Y62011A,1091A07C41,1237.7166,2022-01-14 15:25:02
BB851,MAXUM,ENG,,,,AAS096EL1008A,22-01-14 06:29,22-01-14 06:29,,,,01/16/2022 MP,,,R02ASAY01,FBGA-96UEJ,EliteMT,AAS096EI2001A,1091G08PA1,,
BB852,MAXUM,IDLE,,,,AAB008YB2007A,,22-01-14 10:33,,,,01/17/2022 MP,,,R03ABAF38,DFN-08YB2G,WINBOND,AAB008YB2007A,1091A07T21,1175.9163,
BB853,MAXUM,IDLE,,,,AAS096EI2001A,,22-01-14 14:26,,,,01/18/2022 MP,,,R02ASBU08,FBGA-96UEJ,EliteMT,AAS096EI2001A,1091G08PA1,145.531,
BB854,MAXUM,RUNNING,R02VGB424,2200,008Y6VG008,ABU008Y62011A,22-01-14 20:43,22-01-14 14:21,ISSI-VG,DFN-08Y62D,8320,01/19/2022 MP,1091A07C41,,R02VGB433,DFN-08Y62D,ISSI-VG,ABU008Y62011A,1091A07C41,1237.7166,2022-01-14 20:43:35
BB855,MAXUM,RUNNING,R02MSGS01,2200,096ECMS003,AMS096EC1002A,22-01-14 19:29,22-01-14 01:50,MTI,FBGA-96UEC,5578,01/20/2022 MP,1091A06T41,,R02MSGV04,FBGA-96UEC,MTI,AMS096EC1002A,1091A06T41,315.8637,2022-01-14 19:29:55
BB856,MAXUM,RUNNING,R02ASBU22,2200,096EIAS005,AAS096EI2001A,22-01-14 17:10,22-01-13 20:58,EliteMT,FBGA-96UEJ,2940,01/21/2022 MP,1091G08PA1,,R02ASC223,FBGA-96UEJ,EliteMT,AAS096EI2001A,1091G08PA1,145.531,2022-01-14 17:10:23
