ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM,Lot Part Id,Lot Urgent Code,Last Wip Lot,Last Pin Package,Last Cust,Last bd id,Last Part ID,G.UPH,wip_outplan_time
BB449,UTC1000S,WAIT-REPAIR,,,,AAB060EM2001A,,22-01-13 18:26,,,,,,,R02ABK601,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,
BB450,UTC1000S,WAIT-REPAIR,,,,ABU056TH2005A,,22-01-13 06:16,,,,,,,P49VGA501,TSOP1-56/56,ISSI-VG,ABU056TH2005A,1091A10C41,,
BB451,UTC1000S,IDLE,,,,ACD096CA4001B,,22-01-14 08:23,,,,,,,R02CDAQ02,FBGA-96UH6B,ETRON,ACD096CA4001B,1091A07T41,243.7815,
BB452,UTC1000S,QC,R02BUCB01,2200,048MWBU001,BU048MW2002C,,,ICSI,MINIBGA48A1,1920,,1091A10C41,,R02ABK604,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,238.455,2022-01-14 07:11:50
BB453,UTC1000S,RUNNING,R01ABA201,2200,060NRAB010,AAB060NR1006A,22-01-14 14:03,22-01-13 23:19,WINBOND,VFBGA60B4L,5760,,,,R02BUAG04,FBGA-84UC(2),ICSI,ABU084CC2001C,1091A08C21,390.6365,2022-01-14 14:03:45
BB454,UTC1000S,PM,,,,AAB060EM2001A,22-01-14 18:38,22-01-14 14:38,,,,01/14/2022 MP,,,R02ABK606,FBGA60UEM2-1,WINBOND,AAB060EM2001A,1091A07T21,309.2533,
BB455,UTC1000S,RUNNING,R02BUCB05,2200,048MWBU001,BU048MW2002C,22-01-14 17:43,22-01-14 09:44,ICSI,MINIBGA48A1,1902,01/15/2022 MP,1091A10C41,,R02BUCB03,MINIBGA48A1,ICSI,BU048MW2002C,1091A10C41,238.455,2022-01-14 17:43:06
BB456,UTC1000S,RUNNING,R02BUA922,2200,086TABU026,ABU086TA1007A,22-01-14 18:36,22-01-14 10:57,ICSI,TSOP2-86E,1600,01/16/2022 MP,1091A09C21,,R02BUA955,TSOP2-86E,ICSI,ABU086TA1007A,1091A09C21,208.9303,2022-01-14 18:36:44
BB457,UTC1000S,IDLE,,,,ABU078EA1001A,,22-01-13 22:53,,,,01/17/2022 MP,,,R02BUBE05,FBGA-78LEA,ICSI,ABU078EA1001A,1091A07C21,300.7119,
BB458,UTC1000S,RUNNING,R02BUA936,2200,086TABU026,ABU086TA1007A,22-01-14 18:43,22-01-14 11:04,ICSI,TSOP2-86E,1600,01/18/2022 MP,1091A09C21,,R02BUA951,TSOP2-86E,ICSI,ABU086TA1007A,1091A09C21,208.9303,2022-01-14 18:43:31
