pkg_type,process_id,version,detail_id,remark,
	T,	024XJ074       ,	 D,	S22000102,	A0803CB1129 (KNS)                       ,
	T,	024XJ074       ,	 D,	S32000102,	A0801CB1129 (UTC)                       ,
	T,	024XJ074       ,	 D,	S32000102,	A0803CB1129 (KNS)                       ,
	T,	024XJ073       ,	 E,	S22000102,	A0801CB1129 (UTC)                       ,
	T,	024XJ073       ,	 E,	S22000102,	A0803CB1129 (KNS)                       ,
	T,	024XJ073       ,	 E,	S32000102,	A0801CB1129(UTC)                        ,
	T,	024XJ073       ,	 E,	S32000102,	A0803CB1129(KNS)                        ,
	T,	024XJ073       ,	 E,	S34000102,	A0801CB1129(UTC)                        ,
	T,	024XJ073       ,	 E,	S34000102,	A0803CB1129(KNS)                        ,
	T,	024XJ073       ,	 E,	S36000102,	A0801CB1129(UTC)                        ,
	T,	024XJ073       ,	 E,	S36000102,	A0803CB1129(KNS)                        ,
	T,	008YQ125       ,	 J,	S22000102,	A0803CB1050(KNS)                        ,
	T,	008YQ125       ,	 J,	S32000102,	A0803CB1174(KNS)                        ,
	T,	048TP124       ,	 C,	S22000102,	A0801CB1170(UTC)                        ,
	T,	153XT198       ,	 A,	S22000102,	A0801CB1072(UTC)                        ,
	T,	153XT198       ,	 A,	S22000102,	A0803CB1294(KNS)                        ,
	T,	048TP196       ,	 F,	S22000102,	A0801CB0874(UTC)                        ,
	T,	048TP196       ,	 F,	S22000102,	A0803CB0874(KNS)                        ,
	T,	008YM153       ,	 F,	S22000102,	A0803CB1069(KNS)                        ,
	T,	064MR059       ,	 C,	S22000102,	A0801CB0746(UTC)                        ,
	T,	064MR059       ,	 C,	S22000102,	A0803CB0746(KNS)                        ,
	T,	084UC192       ,	 D,	S22000102,	A0801CB0660(UTC)                        ,
	T,	084UC192       ,	 D,	S22000102,	A0803CB0660(KNS)                        ,
	T,	096EI023       ,	 D,	S22000102,	A0801CB1277(UTC)                        ,
	T,	0086A193       ,	 A,	S22000102,	A0803CB1212(KNS)                        ,
