code_flag,gw_part_no,serialn_no,op_id,trans_date,trans_time,mc_no,area,roll_length,no_208,item_208,date_208,roll_weight,roll_weight_old,roll_length_inch,roll_length_old,roll_length_inch_old,roll_weight_dif,roll_length_dif,roll_length_inch_dif,transaction,txt_trans_date,txt_trans_time,trans_ways,assy_lot,oper,cimes_hist_seq,cimes_ent_hist_seq,die_count,die_count_old,die_count_dif,cimes_transaction,
DN ,1091G08MA1               ,SR198071-0083  ,21532     ,20200331,145917,          ,TB,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0084  ,21532     ,20200331,145917,          ,TB,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0085  ,21532     ,20200331,145917,          ,TB,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0090  ,21532     ,20200331,145917,          ,TB,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0087  ,21532     ,20200331,145917,          ,TB,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0089  ,21532     ,20200331,145917,          ,TB,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0088  ,21532     ,20200331,145917,          ,TB,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
DN ,1091G08MA1               ,SR198071-0086  ,21532     ,20200331,145917,          ,TB,500.000,208-N32006,2,20200331,0.000,0.000,1640.000,0.000,0.000,0.000,500.000,1640.000,ADD       ,20200331,145917,M,,0,0,0,0,0,0,,
A  ,1091A08T41               ,S21Y1126-6856  ,S3987     ,20220113,101055,BBU91     ,TA,101.537,2021067306,2,20211217,0.000,0.000,333.042,101.537,333.042,0.000,0.000,0.000,STATUS    ,20220113,101055,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X0953-3704  ,S2507     ,20220114,90852,BBH96     ,TA,1418.465,2022000200,1,20220103,0.000,0.000,4652.566,1418.465,4652.566,0.000,0.000,0.000,STATUS    ,20220114,90852,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X0953-3762  ,26042     ,20220116,2507,BBH20     ,TA,225.154,2022000043,1,20220101,0.000,0.000,738.505,225.154,738.505,0.000,0.000,0.000,STATUS    ,20220116,2507,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Y0834-6143  ,26042     ,20220116,44402,BBH52     ,TA,88.338,2021066251,1,20211211,0.000,0.000,289.748,88.338,289.748,0.000,0.000,0.000,STATUS    ,20220116,44402,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21Y0162-4836  ,25772     ,20220131,223632,BBH99     ,TA,2002.841,2022002742,1,20220115,0.000,0.000,6569.318,2002.841,6569.318,0.000,0.000,0.000,STATUS    ,20220131,223632,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08T41               ,S21Z0225-7429  ,23096     ,20220117,33159,BBU40     ,TA,1591.571,2022001635,2,20220111,0.000,0.000,5220.353,1591.571,5220.353,0.000,0.000,0.000,STATUS    ,20220117,33159,M,            ,0,0,0,0,0,0,          ,
A  ,1091A07T41               ,S21X0485-3159  ,15511     ,20220118,17,BB516     ,TA,2917.069,2021062051,3,20211119,0.000,0.000,9567.986,2917.069,9567.986,0.000,0.000,0.000,STATUS    ,20220118,17,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X1171-4336  ,19186     ,20220119,230240,BBH96     ,TA,2068.096,2022001188,1,20220108,0.000,0.000,6783.356,2068.096,6783.356,0.000,0.000,0.000,STATUS    ,20220119,230240,M,            ,0,0,0,0,0,0,          ,
A  ,1091A07T41               ,S21Y0515-5523  ,24246     ,20220120,222443,BB788     ,TA,193.012,2021067306,1,20211217,0.000,0.000,633.079,193.012,633.079,0.000,0.000,0.000,STATUS    ,20220120,222443,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X0953-3801  ,24246     ,20220120,232430,BBH16     ,TA,627.757,2022000085,1,20220102,0.000,0.000,2059.043,627.757,2059.043,0.000,0.000,0.000,STATUS    ,20220120,232430,M,            ,0,0,0,0,0,0,          ,
A  ,1091A08C41               ,N2217051-0008  ,24246     ,20220120,233640,BB465     ,TA,508.557,2021064600,4,20211202,0.000,0.000,1668.066,508.557,1668.066,0.000,0.000,0.000,STATUS    ,20220120,233640,M,            ,0,0,0,0,0,0,          ,
A  ,1091A06T21               ,S21X1171-4203  ,24246     ,20220121,20333,BBR67     ,TA,2031.774,2022000396,1,20220104,0.000,0.000,6664.219,2031.774,6664.219,0.000,0.000,0.000,STATUS    ,20220121,20333,M,            ,0,0,0,0,0,0,          ,
