arrival_time,bd_id,cust,end_time,entity,lot_number,oper,part_id,part_no,pin_pkg,process_time,prod_id,qty,start_time
0.000000,ABU024XJ6003A,ISSI-VG,1973.160242,BB214,R10VGFP02,2200,1091A07T41,A0801CB1129,STBGA24J4U,1914.160242,024XJVG009,12100,59.000000
0.000000,AAW024XJ4004A,MXIC,652.298210,BB223,R11AWD101,2200,1091A07T41,A0801CB1190,STBGA24D4U,587.298210,024XJAW040,4944,65.000000
0.000000,AAW048TP1008B,MXIC,724.025549,BB226,R10AWEB30,2200,1091A08T41,A0801CB1000,TSOP1-48/M2,724.025549,048TPAW103,720,0.000000
0.000000,AAW024XJ4004A,MXIC,320.517674,BB227,R11AWCZ01,2200,1091A07T41,A0801CB1190,STBGA24D4U,200.517674,024XJAW040,1688,120.000000
0.000000,AAW048TP1008B,MXIC,1284.025549,BB230,R10AWEB36,2200,1091A08T41,A0801CB1000,TSOP1-48/M2,724.025549,048TPAW103,720,560.000000
0.000000,ALW078ED2001A,MTI-S,1160.895237,BB232,P38LWBS04,2200,1091A06C21,A0801CB0927,FBGA-78UED,1160.895237,078EDLW003,5293,0.000000
0.000000,AMS048TW1058A,MTI,425.527732,BB441,R11MSJT08,2200,1091A07T41,A0801CB0616,TSOP1-48AM,425.527732,048TWMS068,2160,0.000000
0.000000,ABU054NO2009A,ICSI,970.450817,BB446,R11BUAD04,2200,1091A07C21,A0801CB0373,VFBGA54B4L,887.450817,054NOBU012,4260,83.000000
0.000000,AAW024MA6019B,MXIC,256.534922,BB447,R11AWB301,2200,1091A07T41,A0801CB0533,MINIBGA24A4L,256.534922,024MAAW040,2937,0.000000
0.000000,AMS048TW1053A,MTI,569.492621,BB452,R11MSNB07,2200,1091A07T41,A0801CB1151,TSOP1-48AM,471.492621,048TWMS063,2160,98.000000
0.000000,AMS048TW1053A,MTI,471.492621,BB453,R11MSNB08,2200,1091A07T41,A0801CB1151,TSOP1-48AM,471.492621,048TWMS063,2160,0.000000
0.000000,AOK036RP1001A,LAPIS,1349.274448,BB457,R10OKGC02,2200,1091A07T21,A0801CB1314,MBGA36Q3L,1349.274448,036RPOK001,8327,0.000000
0.000000,ABU048MA7003A,ICSI,1301.005026,BB459,R10BUBA04,2200,1091A07C21,A0801CB1057,MINIBGA48J3U,1301.005026,048MABU067,6140,0.000000
0.000000,ABU096EF2002A,ICSI,1398.000264,BB462,R10BUBN01,2200,1091A07T21,A0801CB1087,FBGA-96UEF,1398.000264,096EFBU002,4917,0.000000
0.000000,AAB060EM2002A,WINBOND,1811.004849,BB465,R11ABAW04,2200,1091A07T21,A0801CB1260,FBGA60UEM2-1,1811.004849,060EMAB003,7680,0.000000
0.000000,AMS048TW1058A,MTI,673.527732,BB470,R11MSJT12,2200,1091A07T41,A0801CB0616,TSOP1-48AM,425.527732,048TWMS068,2160,248.000000
0.000000,AAW064MR1002B,MXIC,830.895094,BB472,R11AWBP08,2200,1091A08T41,A0801CB0746,MBGA64J4U,761.895094,064MRAW024,3982,69.000000
0.000000,AAB096EL1017A,WINBOND,1026.251597,BB496,R11ABDA08,2200,1091A07T21,A0801CB1307,FBGA96UEL(2),944.251597,096ELAB047,2980,82.000000
0.000000,ABU048TP2003B,ICSI,584.653445,BB497,R10BUAM03,2200,1091A09C21,A0801CB0912,TSOP1-48/48M,564.653445,048TPBU013,2160,20.000000
0.000000,ABU078EA1001A,ICSI,69.375369,BB506,R11BUAT05,2200,1091A07C21,A0801CB1021,FBGA-78LEA,69.375369,078EABU001,305,0.000000
0.000000,AAW048TP1043B,MXIC,552.822150,BB511,R11AWB619,2200,1091A08T41,A0801CB1173,TSOP1-48/48M,460.822150,048TPAW105,2160,92.000000
0.000000,AMS048TW1058A,MTI,489.527732,BB516,R11MSJT13,2200,1091A07T41,A0801CB0616,TSOP1-48AM,425.527732,048TWMS068,2160,64.000000
0.000000,ABU054NO2009A,ICSI,951.617252,BB523,R11BUAD06,2200,1091A07C21,A0801CB0373,VFBGA54B4L,891.617252,054NOBU012,4280,60.000000
0.000000,AAB048TW2005A,WINBOND,285.581407,BB524,R11ABF502,2200,1091A07T21,A0801CB0864,TSOP1-48AM,285.581407,048TWAB014,2160,0.000000
0.000000,ABU078EA1001A,ICSI,586.847384,BB529,R11BUAT03,2200,1091A07C21,A0801CB1021,FBGA-78LEA,586.847384,078EABU001,2580,0.000000
0.000000,AAW048TP1043B,MXIC,460.822150,BB539,R11AWB607,2200,1091A08T41,A0801CB1173,TSOP1-48/48M,460.822150,048TPAW105,2160,0.000000
0.000000,AAW024MA6013C,MXIC,555.412141,BB540,R10AWD802,2200,1091A07T41,A0801CB0373,MINIBGA24A3L,435.412141,024MAAW023,8560,120.000000
0.000000,AB054NR1001A,WINBOND,1812.196207,BB541,R11ABAG01,2200,1091A08T21,A0801CB0569,VFBGA54B4L,948.693902,054NRAB001,5383,863.502306
0.000000,AAB096EL1017A,WINBOND,1027.565302,BB545,R11ABDA02,2200,1091A07T21,A0801CB1307,FBGA96UEL(2),912.565302,096ELAB047,2880,115.000000
0.000000,AAB178NN2001A,WINBOND,1302.228989,BB556,R10ABG325,2200,1091A07T21,A0801CB1332,VFBGA178JEU,1216.228989,178NNAB002,2360,86.000000
0.000000,AAB178NN2001A,WINBOND,1120.889005,BB561,R10ABG329,2200,1091A07T21,A0801CB1332,VFBGA178JEU,1120.889005,178NNAB002,2175,0.000000
