ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM
BB778,UTC2000,WAIT-REPAIR,R02MSAG02,2200,078EPMS004,AMS078EP1001A,22-01-12 15:18:30,22-01-12 07:21,MTI,FBGA-78UEP,5735,
BB779,UTC2000,RUNNING,R02SSA114,2200,153XTSS011,ASS153XT3001A,22-01-12 19:08,22-01-12 05:08,HOSIN,SSBGA153JAU,1780,
BB780,UTC2000,RUNNING,R02YZA416,2200,096EFYZ004,AYZ096EF2003A,22-01-12 15:58,22-01-11 23:07,ZJP,FBGA-96UEF,2458,
BB781,UTC2000,IN-REPAIR,R02YZA424,2200,096EFYZ004,AYZ096EF2003A,22-01-12 07:54:29,22-01-12 07:35,ZJP,FBGA-96UEF,2440,
BB782,UTC2000,RUNNING,R02YZA417,2200,096EFYZ004,AYZ096EF2003A,22-01-12 21:38,22-01-12 04:30,ZJP,FBGA-96UEF,2500,
BB783,UTC2000,RUNNING,R02ABLH06,2200,054NRAB004,AAB054NR2001A,22-01-12 20:12,22-01-11 18:16,WINBOND,VFBGA54B4U,7920,01/12/2022 MP
BB784,UTC2000,RUNNING,R02YZA208,2200,096EFYZ004,AYZ096EF2003A,22-01-12 15:37,22-01-11 22:30,ZJP,FBGA-96UEF,2498,01/13/2022 MP
BB785,UTC2000,IN-REPAIR,R02MSFK01,2200,048TWMS064,AMS048TW1056A,22-01-12 04:20:27,22-01-12 07:45,MTI,TSOP1-48AM4,516,01/14/2022 MP
BB786,UTC2000,RUNNING,R02SSA110,2200,153XTSS011,ASS153XT3001A,22-01-12 12:13,22-01-11 21:26,HOSIN,SSBGA153JAU,1880,01/15/2022 MP
BB787,UTC2000,IN-REPAIR,R02ABN201,2200,054NRAB004,AAB054NR2001A,22-01-12 17:34:24,22-01-12 07:48,WINBOND,VFBGA54B4U,7926,01/16/2022 MP
BB788,UTC2000,RUNNING,R02YZA203,2200,096EFYZ004,AYZ096EF2003A,22-01-13 00:18,22-01-12 07:19,ZJP,FBGA-96UEF,2480,01/17/2022 MP
BB789,UTC2000,RUNNING,R02BUBG04,2200,096EABU001,ABU096EA1001A,22-01-12 18:13,22-01-12 07:06,ICSI,FBGA-96LEA,2640,01/18/2022 MP
BB790,UTC2000,IDLE,,,,AMS096EC3001B,,22-01-12 06:13,,,,01/19/2022 MP
BB791,UTC2000,RUNNING,R02YZA413,2200,096EFYZ004,AYZ096EF2003A,22-01-12 09:59,22-01-11 17:00,ZJP,FBGA-96UEF,2480,01/20/2022 MP
BB801,MAXUM,RUNNING,R02MSGM03,2200,096ECMS003,AMS096EC1002A,22-01-12 12:18,22-01-11 18:35,MTI,FBGA-96UEC,5596,01/27/2022 MP
BB802,MAXUM,RUNNING,P53ABFS10,2200,008YQAB085,AAB008YQ2045A,22-01-12 14:05,22-01-12 02:58,WINBOND,STDFN-08YQ2A,4320,01/28/2022 MP
BB803,MAXUM,RUNNING,R02ASBQ06,2200,096ELAS001,AAS096EL1002A,22-01-12 15:41,22-01-12 03:09,EliteMT,FBGA-96UEL-3,1905,01/29/2022 MP
BB804,MAXUM,RUNNING,P53ABFS11,2200,008YQAB085,AAB008YQ2045A,22-01-12 16:46,22-01-12 05:40,WINBOND,STDFN-08YQ2A,4320,01/30/2022 MP
BB805,MAXUM,RUNNING,R02ABF214,2200,008YDAB004,AAB008YD2006A,22-01-12 07:15,22-01-12 01:28,WINBOND,DFN-08YD2A,7040,01/31/2022 MP
BB806,MAXUM,RUNNING,R02MSB101,2200,078EPMS004,AMS078EP1001A,22-01-13 09:58,22-01-12 06:26,MTI,FBGA-78UEP,6000,
BB807,MAXUM,RUNNING,R02ASDU03,2200,090NCAS001,AAS090NC4001A,22-01-13 04:33,22-01-12 01:23,EliteMT,VFBGA90K4L,4087,
BB808,MAXUM,RUNNING,R02VGAT03,2200,008YQVG015,ABU008YQ2009A,22-01-12 09:56,22-01-12 05:35,ISSI-VG,DFN-08YQ2A,4320,
BB809,MAXUM,RUNNING,R02VGB806,2200,008Y6VG011,ABU008Y62005A,22-01-12 22:25,22-01-12 07:23,ISSI-VG,DFN-08Y62D,8320,
BB810,MAXUM,RUNNING,R02ASDU02,2200,090NCAS001,AAS090NC4001A,22-01-13 04:36,22-01-12 01:12,EliteMT,VFBGA90K4L,4120,
BB811,MAXUM,RUNNING,R02ASCD03,2200,096ELAS001,AAS096EL1002A,22-01-12 17:56,22-01-12 01:52,EliteMT,FBGA-96UEL-3,2449,
BB812,MAXUM,RUNNING,R02MSAQ01,2200,078EPMS004,AMS078EP1001A,22-01-13 09:33,22-01-12 06:13,MTI,FBGA-78UEP,5960,
BB813,MAXUM,RUNNING,R02ASCX03,2200,008FGAS023,AAS008FG1011A,22-01-12 14:12,22-01-12 05:29,EliteMT,SOP-8G,10080,
BB814,MAXUM,RUNNING,R02ASDU01,2200,090NCAS001,AAS090NC4001A,22-01-13 06:30,22-01-12 04:05,EliteMT,VFBGA90K4L,3972,
BB815,MAXUM,IDLE,,,,AAW008Y62012A,,22-01-12 06:50,,,,
BB816,MAXUM,RUNNING,R02MSAK04,2200,078EPMS004,AMS078EP1001A,22-01-12 16:53,22-01-12 00:47,MTI,FBGA-78UEP,3501,01/12/2022 MP
BB817,MAXUM,RUNNING,R02ABNH02,2200,008YQAB087,AAB008YQ2036A,22-01-12 09:30,22-01-12 05:21,WINBOND,DFN-08YQ2A,4320,01/13/2022 MP
BB818,MAXUM,RUNNING,R02VGAS01,2200,008YQVG006,ABU008YQ2002A,22-01-12 11:01,22-01-12 06:09,ISSI-VG,DFN-08YQ2A,4320,01/14/2022 MP
BB819,MAXUM,RUNNING,P53ABFS15,2200,008YQAB085,AAB008YQ2045A,22-01-12 17:10,22-01-12 06:04,WINBOND,STDFN-08YQ2A,4320,01/15/2022 MP
BB821,MAXUM,RUNNING,R02ABF218,2200,008YDAB004,AAB008YD2006A,22-01-12 09:44,22-01-12 03:57,WINBOND,DFN-08YD2A,7040,01/16/2022 MP
BB822,MAXUM,RUNNING,P53ABFS13,2200,008YQAB085,AAB008YQ2045A,22-01-12 14:42,22-01-12 03:36,WINBOND,STDFN-08YQ2A,4320,01/17/2022 MP
BB823,MAXUM,RUNNING,R02ASBQ01,2200,096ELAS001,AAS096EL1002A,22-01-12 10:28,22-01-11 14:55,EliteMT,FBGA-96UEL-3,2980,01/18/2022 MP
BB824,MAXUM,QC,R02MSGK03,2200,096ECMS003,AMS096EC1002A,,,MTI,FBGA-96UEC,5600,01/19/2022 MP
BB825,MAXUM,RUNNING,R02VGB602,2200,008Y6VG008,ABU008Y62011A,22-01-12 10:10,22-01-12 03:27,ISSI-VG,DFN-08Y62D,8320,01/20/2022 MP
BB826,MAXUM,RUNNING,R02ASCD01,2200,096ELAS001,AAS096EL1002A,22-01-12 20:07,22-01-12 00:56,EliteMT,FBGA-96UEL-3,2924,01/21/2022 MP
BB827,MAXUM,RUNNING,R02ABLF33,2200,008YBAB016,AAB008YB2007A,22-01-12 06:20,22-01-12 01:01,WINBOND,DFN-08YB2G,6240,01/23/2022 MP
BB828,MAXUM,IDLE,,,,AAB008YB2007A,,22-01-12 06:51,,,,01/24/2022 MP
BB831,MAXUM,RUNNING,R02MSGD06,2200,096ECMS003,AMS096EC1002A,22-01-12 20:19,22-01-12 02:41,MTI,FBGA-96UEC,5567,01/27/2022 MP
BB832,MAXUM,RUNNING,R02VGAP16,2200,008YQVG006,ABU008YQ2002A,22-01-12 10:47,22-01-12 05:55,ISSI-VG,DFN-08YQ2A,4320,01/28/2022 MP
BB833,MAXUM,IN-REPAIR,R02VGB802,2200,008Y6VG011,ABU008Y62005A,22-01-12 16:09:21,22-01-12 04:51,ISSI-VG,DFN-08Y62D,8320,01/29/2022 MP
BB834,MAXUM,IDLE,,,,AMS078EP1001A,,22-01-12 05:50,,,,01/30/2022 MP
BB835,MAXUM,RUNNING,R02ASAZ09,2200,096ELAS001,AAS096EL1002A,22-01-12 10:37,22-01-11 14:56,EliteMT,FBGA-96UEL-3,3000,01/31/2022 MP
BB836,MAXUM,RUNNING,R02MSAG03,2200,078EPMS004,AMS078EP1001A,22-01-12 20:52,22-01-11 18:20,MTI,FBGA-78UEP,5784,
BB837,MAXUM,RUNNING,R02AWHI14,2200,008Y6AW032,AAW008Y62014A,22-01-12 12:47,22-01-12 05:46,MXIC,DFN-08Y62D,8320,
BB838,MAXUM,RUNNING,R02ASCX01,2200,008FGAS023,AAS008FG1011A,22-01-12 08:14,22-01-11 23:31,EliteMT,SOP-8G,10080,
BB839,MAXUM,IDLE,,,,AMS096EC1002A,,22-01-12 07:52,,,,
BB840,MAXUM,RUNNING,R02MSGK05,2200,096ECMS003,AMS096EC1002A,22-01-12 20:21,22-01-12 02:38,MTI,FBGA-96UEC,5598,
BB841,MAXUM,RUNNING,R02ASAP06,2200,096EIAS005,AAS096EI2001A,22-01-12 09:33,22-01-11 13:12,EliteMT,FBGA-96UEJ,2960,
BB842,MAXUM,RUNNING,R02VGAP22,2200,008YQVG006,ABU008YQ2002A,22-01-12 10:05,22-01-12 06:17,ISSI-VG,DFN-08YQ2A,3357,
BB843,MAXUM,RUNNING,P53ABFS07,2200,008YQAB085,AAB008YQ2045A,22-01-12 18:12,22-01-12 07:06,WINBOND,STDFN-08YQ2A,4320,
BB844,MAXUM,RUNNING,P53ABFS08,2200,008YQAB085,AAB008YQ2045A,22-01-12 09:20,22-01-11 22:14,WINBOND,STDFN-08YQ2A,4320,
BB845,MAXUM,RUNNING,P53ABFS04,2200,008YQAB085,AAB008YQ2045A,22-01-12 07:54,22-01-11 20:47,WINBOND,STDFN-08YQ2A,4320,
BB846,MAXUM,RUNNING,R02ABNH01,2200,008YQAB087,AAB008YQ2036A,22-01-12 09:02,22-01-12 04:53,WINBOND,DFN-08YQ2A,4320,01/12/2022 MP
BB847,MAXUM,RUNNING,R02ASAP10,2200,096EIAS005,AAS096EI2001A,22-01-12 19:22,22-01-11 22:45,EliteMT,FBGA-96UEJ,3000,01/13/2022 MP
BB848,MAXUM,RUNNING,R02VGAP21,2200,008YQVG006,ABU008YQ2002A,22-01-12 11:14,22-01-12 06:21,ISSI-VG,DFN-08YQ2A,4320,01/14/2022 MP
BB849,MAXUM,RUNNING,R02ASAP11,2200,096EIAS005,AAS096EI2001A,22-01-12 22:28,22-01-12 02:15,EliteMT,FBGA-96UEJ,2943,01/15/2022 MP
BB850,MAXUM,IN-REPAIR,R02VGB606,2200,008Y6VG008,ABU008Y62011A,22-01-12 12:44:00,22-01-12 07:35,ISSI-VG,DFN-08Y62D,8320,01/15/2022 MP
BB851,MAXUM,RUNNING,R02ASC201,2200,096EIAS005,AAS096EI2001A,22-01-13 02:41,22-01-12 06:23,EliteMT,FBGA-96UEJ,2954,01/16/2022 MP
BB852,MAXUM,IDLE,,,,AAB008YB2007A,,22-01-12 02:03,,,,01/17/2022 MP
BB853,MAXUM,RUNNING,R02ASAP12,2200,096EIAS005,AAS096EI2001A,22-01-12 21:08,22-01-12 06:19,EliteMT,FBGA-96UEJ,2153,01/18/2022 MP
BB854,MAXUM,RUNNING,R02VGB611,2200,008Y6VG008,ABU008Y62011A,22-01-12 14:08,22-01-12 07:24,ISSI-VG,DFN-08Y62D,8320,01/19/2022 MP
BB855,MAXUM,RUNNING,R02MSGK01,2200,096ECMS003,AMS096EC1002A,22-01-12 12:08,22-01-11 18:25,MTI,FBGA-96UEC,5600,01/20/2022 MP
BB856,MAXUM,RUNNING,R02ASC202,2200,096EIAS005,AAS096EI2001A,22-01-13 02:13,22-01-12 06:09,EliteMT,FBGA-96UEJ,2920,01/21/2022 MP
BB857,MAXUM,IDLE,,,,ABW036AB1004A,,22-01-12 07:20,,,,01/23/2022 MP
BB858,MAXUM,RUNNING,R02ASC205,2200,096EIAS005,AAS096EI2001A,22-01-13 03:08,22-01-12 06:48,EliteMT,FBGA-96UEJ,2960,01/24/2022 MP
BB859,MAXUM,IDLE,,,,ABW036AB1004A,,22-01-12 04:47,,,,01/25/2022 MP
BB860,MAXUM,RUNNING,R02ABEF02,3200,008YQAB034,AAB008YQ2004A,22-01-12 11:35,22-01-12 07:18,WINBOND,STDFN-08YQ2A,4320,01/26/2022 MP
BB861,MAXUM,RUNNING,R02ASBQ03,2200,096ELAS001,AAS096EL1002A,22-01-12 19:03,22-01-11 23:24,EliteMT,FBGA-96UEL-3,2995,01/27/2022 MP
BB862,MAXUM,RUNNING,P53ABFS19,2200,008YQAB085,AAB008YQ2045A,22-01-12 08:19,22-01-11 21:12,WINBOND,STDFN-08YQ2A,4320,01/28/2022 MP
BB863,MAXUM,RUNNING,R02ASDU05,2200,090NCAS001,AAS090NC4001A,22-01-12 22:43,22-01-12 04:25,EliteMT,VFBGA90K4L,2747,01/29/2022 MP
BB864,MAXUM,RUNNING,R02VGB707,2200,008Y6VG008,ABU008Y62011A,22-01-12 13:57,22-01-12 07:14,ISSI-VG,DFN-08Y62D,8320,01/30/2022 MP
BB865,MAXUM,SETUP,,,,AAS008YQ2014A,22-01-12 08:17,22-01-12 06:47,,,,01/31/2022 MP
BB866,MAXUM,RUNNING,P53ABFS17,2200,008YQAB085,AAB008YQ2045A,22-01-12 17:03,22-01-12 05:57,WINBOND,STDFN-08YQ2A,4320,
BB867,MAXUM,RUNNING,R02ASDQ01,2200,008YQAS032,AAS008YQ2016A,22-01-12 11:31,22-01-12 04:43,EliteMT,DFN-08YQ2AW,6160,
BB868,MAXUM,WAIT-REPAIR,R02ABF216,2200,008YDAB004,AAB008YD2006A,22-01-12 07:07:14,22-01-12 07:09,WINBOND,DFN-08YD2A,7040,
BB869,MAXUM,RUNNING,R02ASAZ12,2200,096ELAS001,AAS096EL1002A,22-01-12 13:49,22-01-11 18:27,EliteMT,FBGA-96UEL-3,2951,
BB870,MAXUM,RUNNING,R02AWHI09,2200,008Y6AW032,AAW008Y62014A,22-01-12 09:39,22-01-12 02:38,MXIC,DFN-08Y62D,8320,
BB871,MAXUM,ENG,,,,AAS096EL1002A,22-01-07 10:24,22-01-07 10:24,,,,
BB872,MAXUM,RUNNING,R02ASBQ02,2200,096ELAS001,AAS096EL1002A,22-01-12 11:59,22-01-11 16:26,EliteMT,FBGA-96UEL-3,2980,
BB873,MAXUM,SETUP,R02ASAZ11,2200,096ELAS001,AAS096EL1002A,22-01-12 08:18,22-01-12 07:48,EliteMT,FBGA-96UEL-3,2943,
BB874,MAXUM,ENG,,,,ANI008YK3002A,22-01-10 13:14,22-01-10 13:14,,,,
BB875,MAXUM,RUNNING,R02ASAN09,2200,096EIAS005,AAS096EI2001A,22-01-12 08:38,22-01-11 12:01,EliteMT,FBGA-96UEJ,3000,
BB876,MAXUM,PM,,,,AAS008YQ2001B,22-01-12 17:32,22-01-12 07:32,,,,01/12/2022 AP
BB877,MAXUM,RUNNING,R02ASAZ13,2200,096ELAS001,AAS096EL1002A,22-01-13 03:16,22-01-12 07:50,EliteMT,FBGA-96UEL-3,2960,01/13/2022 AP
BB878,MAXUM,RUNNING,R02VGB603,2200,008Y6VG008,ABU008Y62011A,22-01-12 10:58,22-01-11 23:07,ISSI-VG,DFN-08Y62D,8320,01/14/2022 AP
BB879,MAXUM,RUNNING,R02VGAZ04,2200,008YDVG001,ABU008YD2007A,22-01-12 11:57,22-01-12 04:59,ISSI-VG,DFN-08YD2A,7040,01/15/2022 AP
BB880,MAXUM,RUNNING,R02MSGM05,2200,096ECMS003,AMS096EC1002A,22-01-12 12:07,22-01-11 18:24,MTI,FBGA-96UEC,5600,01/16/2022 AP
BB881,MAXUM,IDLE,,,,AAB008YB2007A,,22-01-12 05:32,,,,01/17/2022 AP
BB882,MAXUM,IN-REPAIR,R02ASDU04,2200,090NCAS001,AAS090NC4001A,22-01-13 07:33:33,22-01-12 07:50,EliteMT,VFBGA90K4L,4080,01/18/2022 AP
BB883,MAXUM,RUNNING,R02ASC204,2200,096EIAS005,AAS096EI2001A,22-01-13 03:17,22-01-12 07:03,EliteMT,FBGA-96UEJ,2945,01/19/2022 AP
BB884,MAXUM,RUNNING,R02ASDF14,2200,008YQAS021,AAS008YQ2001B,22-01-12 12:41,22-01-12 06:58,EliteMT,DFN-08YQ2A,4320,01/20/2022 AP
BB885,MAXUM,RUNNING,R02ASDF16,2200,008YQAS021,AAS008YQ2001B,22-01-12 08:51,22-01-12 03:08,EliteMT,DFN-08YQ2A,4320,01/20/2022 AP
BB886,MAXUM,RUNNING,R02ASDI14,2200,008YQAS021,AAS008YQ2001B,22-01-12 12:50,22-01-12 07:07,EliteMT,DFN-08YQ2A,4320,01/21/2022 AP
BB887,MAXUM,RUNNING,R02MSGJ01,2200,096ECMS003,AMS096EC1002A,22-01-12 15:22,22-01-11 21:49,MTI,FBGA-96UEC,5543,01/23/2022 AP
BB888,MAXUM,RUNNING,R02ASAN10,2200,096EIAS005,AAS096EI2001A,22-01-12 21:34,22-01-12 01:14,EliteMT,FBGA-96UEJ,2960,01/24/2022 AP
BB889,MAXUM,RUNNING,R02ASDT01,2200,090NCAS001,AAS090NC4001A,22-01-13 06:18,22-01-12 03:26,EliteMT,VFBGA90K4L,4040,01/25/2022 AP
BB890,MAXUM,RUNNING,R02ASCD02,2200,096ELAS001,AAS096EL1002A,22-01-12 16:59,22-01-11 21:26,EliteMT,FBGA-96UEL-3,2980,01/26/2022 AP
BB891,MAXUM,RUNNING,R02AWHI13,2200,008Y6AW032,AAW008Y62014A,22-01-12 11:31,22-01-12 04:30,MXIC,DFN-08Y62D,8320,01/27/2022 AP
BB892,MAXUM,RUNNING,R02MSGI07,2200,096ECMS003,AMS096EC1002A,22-01-12 12:11,22-01-11 18:27,MTI,FBGA-96UEC,5600,01/28/2022 AP
BB893,MAXUM,RUNNING,R02ASAP02,2200,096EIAS005,AAS096EI2001A,22-01-12 23:58,22-01-12 03:46,EliteMT,FBGA-96UEJ,2940,01/29/2022 AP
BB894,MAXUM,RUNNING,R02ASDT02,2200,090NCAS001,AAS090NC4001A,22-01-13 07:09,22-01-12 04:23,EliteMT,VFBGA90K4L,4026,01/30/2022 AP
BB895,MAXUM,RUNNING,R02ASAP03,2200,096EIAS005,AAS096EI2001A,22-01-12 13:44,22-01-11 17:32,EliteMT,FBGA-96UEJ,2940,01/31/2022 AP
BB896,MAXUM,RUNNING,R02ASDQ03,2200,008YQAS032,AAS008YQ2016A,22-01-12 14:27,22-01-12 07:39,EliteMT,DFN-08YQ2AW,6160,
BB897,MAXUM,RUNNING,P53VEVJ19,2200,008YDVE004,AVE008YD2002A,22-01-12 10:05,22-01-12 06:45,Everspin,STDFN-08YD2E,3520,
BB898,MAXUM,IDLE,,,,ABU008YQ2015A,,22-01-12 04:19,,,,
BB899,MAXUM,WAIT-SETUP,,,,AAS008FG1011A,,22-01-12 07:02,,,,
BB900,MAXUM,IDLE,,,,ABW072AF1004B,,22-01-12 02:16,,,,
BB901,MAXUM,RUNNING,R02ASDI06,2200,008YQAS021,AAS008YQ2001B,22-01-12 08:32,22-01-12 02:49,EliteMT,DFN-08YQ2A,4320,
BB902,MAXUM,RUNNING,R02ASAP04,2200,096EIAS005,AAS096EI2001A,22-01-12 15:54,22-01-11 19:54,EliteMT,FBGA-96UEJ,2910,
BB903,MAXUM,RUNNING,P53ABFS16,2200,008YQAB085,AAB008YQ2045A,22-01-12 09:34,22-01-11 22:27,WINBOND,STDFN-08YQ2A,4320,
BB904,MAXUM,RUNNING,P53ABFS18,2200,008YQAB085,AAB008YQ2045A,22-01-12 14:22,22-01-12 03:16,WINBOND,STDFN-08YQ2A,4320,
BB905,MAXUM,IN-REPAIR,,,,ABU008Y62011A,,22-01-12 04:23,,,,
BB906,MAXUM,IDLE,,,,ABU008Y62005A,,22-01-12 07:54,,,,01/12/2022 MP
BB907,MAXUM,RUNNING,R02ASCT01,2200,084UCAS080,AAS084CC2010A,22-01-12 15:14,22-01-11 22:31,EliteMT,FBGA-84UC,2772,01/13/2022 MP
BB908,MAXUM,IDLE,,,,ABW072AF1004B,,22-01-12 03:13,,,,01/14/2022 MP
BB909,MAXUM,RUNNING,R02ASBQ04,2200,096ELAS001,AAS096EL1002A,22-01-12 14:05,22-01-11 18:25,EliteMT,FBGA-96UEL-3,2997,01/15/2022 MP
BB910,MAXUM,RUNNING,R02ASDH17,2200,008YQAS021,AAS008YQ2001B,22-01-12 07:11,22-01-12 02:48,EliteMT,DFN-08YQ2A,3293,01/16/2022 MP
BB911,MAXUM,RUNNING,P53VEVJ25,2200,008YDVE004,AVE008YD2002A,22-01-12 09:13,22-01-12 05:59,Everspin,STDFN-08YD2E,3407,01/17/2022 MP
BB912,MAXUM,RUNNING,R02ASAZ07,2200,096ELAS001,AAS096EL1002A,22-01-12 06:54,22-01-11 11:21,EliteMT,FBGA-96UEL-3,2980,01/17/2022 MP
BB913,MAXUM,RUNNING,R02ASBQ05,2200,096ELAS001,AAS096EL1002A,22-01-13 02:47,22-01-12 07:17,EliteMT,FBGA-96UEL-3,2972,01/18/2022 MP
BB914,MAXUM,RUNNING,R02ASCX05,2200,008FGAS023,AAS008FG1011A,22-01-12 16:41,22-01-12 07:58,EliteMT,SOP-8G,10080,01/19/2022 MP
BB915,MAXUM,RUNNING,R02ASCW06,2200,008FGAS023,AAS008FG1011A,22-01-12 15:11,22-01-12 06:28,EliteMT,SOP-8G,10080,01/20/2022 MP
BB916,MAXUM,RUNNING,R02ASDT03,2200,090NCAS001,AAS090NC4001A,22-01-13 08:02,22-01-12 05:16,EliteMT,VFBGA90K4L,4024,01/21/2022 MP
BB917,MAXUM,RUNNING,R02ASAN08,2200,096EIAS005,AAS096EI2001A,22-01-12 14:13,22-01-11 18:21,EliteMT,FBGA-96UEJ,2892,01/23/2022 MP
BB918,MAXUM,IDLE,,,,AAB008YB2007A,,22-01-12 07:05,,,,01/24/2022 MP
BB919,MAXUM,RUNNING,R02ASDH16,2200,008YQAS021,AAS008YQ2001B,22-01-12 12:46,22-01-12 07:03,EliteMT,DFN-08YQ2A,4320,01/25/2022 MP
BB920,MAXUM,RUNNING,P53ABFS20,2200,008YQAB085,AAB008YQ2045A,22-01-12 14:26,22-01-12 05:36,WINBOND,STDFN-08YQ2A,3431,01/26/2022 MP
BB921,MAXUM,RUNNING,P53ABFS14,2200,008YQAB085,AAB008YQ2045A,22-01-12 15:15,22-01-12 04:09,WINBOND,STDFN-08YQ2A,4320,01/27/2022 MP
BB922,MAXUM,SETUP,,,,ABU008Y62005A,22-01-12 09:05,22-01-12 07:35,,,,01/28/2022 MP
BB923,MAXUM,RUNNING,R02VGB604,2200,008Y6VG008,ABU008Y62011A,22-01-12 13:18,22-01-12 06:34,ISSI-VG,DFN-08Y62D,8320,01/29/2022 MP
BB924,MAXUM,RUNNING,R02ASDP03,2200,008YQAS032,AAS008YQ2016A,22-01-12 07:22,22-01-12 00:34,EliteMT,DFN-08YQ2AW,6160,01/30/2022 MP
BB925,MAXUM,RUNNING,R02ASAP08,2200,096EIAS005,AAS096EI2001A,22-01-12 12:28,22-01-11 16:07,EliteMT,FBGA-96UEJ,2962,01/31/2022 MP
BB926,MAXUM,RUNNING,R02ASAP07,2200,096EIAS005,AAS096EI2001A,22-01-12 23:05,22-01-12 02:44,EliteMT,FBGA-96UEJ,2960,
BB929,MAXUM,IDLE,,,,AAB008YB2003A,,22-01-12 01:51,,,,
BB930,MAXUM,RUNNING,P53ABFS12,2200,008YQAB085,AAB008YQ2045A,22-01-12 11:16,22-01-12 00:09,WINBOND,STDFN-08YQ2A,4320,
BB931,MAXUM,RUNNING,R02ASAZ10,2200,096ELAS001,AAS096EL1002A,22-01-12 12:17,22-01-11 16:36,EliteMT,FBGA-96UEL-3,3000,
BB932,MAXUM,RUNNING,R02ASDI07,2200,008YQAS021,AAS008YQ2001B,22-01-12 09:30,22-01-12 03:47,EliteMT,DFN-08YQ2A,4320,
BB933,MAXUM,WAIT-SETUP,,,,AAS008YQ2014A,,22-01-12 07:46,,,,
BB938,MAXUM,RUNNING,R02AWGP06,2200,008Y6AW036,AAW008Y62018A,22-01-12 09:27,22-01-12 02:49,MXIC,DFN-08Y62D,8320,01/14/2022 MP
BBA01,ICONN,ENG,,,,AAS067KQ1001A,21-12-23 19:09,21-12-23 19:09,,,,01/15/2022 MP
BBA02,ICONN,RUNNING,R02ASAA23,2200,096ELAS005,AAS096EL1001A,22-01-12 07:42,22-01-11 12:12,EliteMT,FBGA-96UEL-3,2974,01/16/2022 MP
BBA03,ICONN,RUNNING,R02HQAQ02,2200,0225SHQ001,AHQ0225S1001B,22-01-12 12:42,22-01-12 04:33,EMC,FPSLGA229JV,2120,01/17/2022 MP
BBA04,ICONN,IDLE,,,,AAS096EL1001A,,22-01-12 01:49,,,,01/18/2022 MP
BBA05,ICONN,RUNNING,P53MSJA09,2200,078ENMS007,AMS078EN1002A,22-01-12 13:23,22-01-11 23:46,MTI,FBGA-78UEN,3540,01/18/2022 MP
BBA06,ICONN,IDLE,,,,AAS096EL1001A,,22-01-11 17:47,,,,01/19/2022 MP
BBA07,ICONN,IDLE,,,,AAS096EL1001A,,22-01-12 01:39,,,,01/20/2022 MP
BBA08,ICONN,RUNNING,R02HQAQ03,2200,0225SHQ001,AHQ0225S1001B,22-01-12 10:23,22-01-12 03:41,EMC,FPSLGA229JV,1736,01/21/2022 MP
BBA09,ICONN,RUNNING,P53MSJA10,2200,078ENMS007,AMS078EN1002A,22-01-12 13:53,22-01-12 00:15,MTI,FBGA-78UEN,3540,01/23/2022 MP
BBA10,ICONN,IDLE,,,,AAS096EL1001A,,22-01-11 17:45,,,,01/24/2022 MP
BBA11,ICONN,RUNNING,R02ASAA22,2200,096ELAS005,AAS096EL1001A,22-01-12 07:11,22-01-11 11:39,EliteMT,FBGA-96UEL-3,2980,01/25/2022 MP
BBA12,ICONN,IDLE,,,,AAS096EL1001A,,22-01-12 05:28,,,,01/26/2022 MP
BBA13,ICONN,IDLE,,,,AAS096EL1001A,,22-01-12 02:09,,,,01/27/2022 MP
BBA14,ICONN,RUNNING,P53MSJE06,2200,078ENMS007,AMS078EN1002A,22-01-12 15:40,22-01-12 02:45,MTI,FBGA-78UEN,3350,01/28/2022 MP
BBA15,ICONN,WAIT-REPAIR,P53MSJF04,2200,078ENMS007,AMS078EN1002A,22-01-12 09:04:45,22-01-12 07:21,MTI,FBGA-78UEN,3460,01/29/2022 MP
BBA16,ICONN,RUNNING,P53MSJH02,2200,078ENMS007,AMS078EN1002A,22-01-12 18:44,22-01-12 05:19,MTI,FBGA-78UEN,3484,01/30/2022 MP
BBA17,ICONN,RUNNING,R02HQA702,2200,0225SHQ001,AHQ0225S1001B,22-01-12 10:58,22-01-12 02:40,EMC,FPSLGA229JV,2160,01/31/2022 MP
BBA18,ICONN,IDLE,,,,AAS096EL1001A,,22-01-12 02:54,,,,
BBA19,ICONN,RUNNING,R02AWFD01,2200,162KEAW001,AAW162KE1002A,22-01-12 13:26,22-01-11 22:54,MXIC,STBGA162BAU,1680,
BBA20,ICONN,IDLE,,,,AAS096EL1001A,,22-01-11 23:15,,,,
BBA22,ICONN,IDLE,,,,AAS096EL1001A,,22-01-11 20:59,,,,
BBA23,ICONN,RUNNING,R02ASAP09,2200,096EIAS005,AAS096EI2001A,22-01-12 18:19,22-01-12 03:16,EliteMT,FBGA-96UEJ,2967,
BBA24,ICONN,RUNNING,R02ASAP01,2200,096EIAS005,AAS096EI2001A,22-01-12 14:35,22-01-11 23:41,EliteMT,FBGA-96UEJ,2940,
BBA25,ICONN,ENG,,,,AAB008YQ2045A,22-01-11 08:37,22-01-11 08:37,,,,
BBA26,ICONN,RUNNING,R02HQAQ01,2200,0225SHQ001,AHQ0225S1001B,22-01-12 14:52,22-01-12 06:43,EMC,FPSLGA229JV,2120,
