ENTITY,MODEL,STATUS,LOT#,OPER,PRODUCT,BOND ID,OUTPLAN,IN TIME,CUST,PIN_PKG,WIP,PM
BBH38,MAXUM-PLUS,RUNNING,R02AWA507,2200,016D5AW011,AAW016D53004A,22-01-12 09:59,22-01-11 19:04,MXIC,SSLGA16DOU,1181,
BBH39,MAXUM-PLUS,RUNNING,P53MSJH03,2200,078ENMS007,AMS078EN1002A,22-01-12 20:09,22-01-12 06:52,MTI,FBGA-78UEN,3400,01/12/2022 MP
BBH40,MAXUM-PLUS,RUNNING,R02AWGR19,2200,048TPAW056,AAW048TP1024D,22-01-12 15:19,22-01-12 07:51,MXIC,TSOP1-48/48M,2160,01/13/2022 MP
BBH41,MAXUM-PLUS,RUNNING,R02ABKU11,2200,066TNAB026,AAB066TN1001A,22-01-12 12:53,22-01-12 05:07,WINBOND,TSOP2-66ME,1827,01/14/2022 SP
BBH42,MAXUM-PLUS,RUNNING,R02AWBC15,2200,016D5AW011,AAW016D53004A,22-01-12 12:56,22-01-11 21:10,MXIC,SSLGA16DOU,1250,01/15/2022 SP
BBH43,MAXUM-PLUS,RUNNING,R02ABKU01,2200,066TNAB026,AAB066TN1001A,22-01-12 09:47,22-01-11 21:35,WINBOND,TSOP2-66ME,2880,01/16/2022 SP
BBH44,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 00:13,,,,01/17/2022 SP
BBH45,MAXUM-PLUS,RUNNING,R02ABKV06,2200,066TNAB026,AAB066TN1001A,22-01-12 16:46,22-01-12 04:35,WINBOND,TSOP2-66ME,2880,01/18/2022 SP
BBH46,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 21:01,,,,01/19/2022 SP
BBH47,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 04:42,,,,01/20/2022 SP
BBH48,MAXUM-PLUS,IN-REPAIR,R02ABKT03,2200,066TNAB026,AAB066TN1001A,22-01-10 22:55:59,22-01-12 07:38,WINBOND,TSOP2-66ME,2880,01/21/2022 SP
BBH49,MAXUM-PLUS,RUNNING,P53MSJ805,2200,078ENMS007,AMS078EN1002A,22-01-12 16:35,22-01-12 02:50,MTI,FBGA-78UEN,3518,01/26/2022 SP
BBH50,MAXUM-PLUS,RUNNING,P53MSJ804,2200,078ENMS007,AMS078EN1002A,22-01-12 13:36,22-01-11 23:55,MTI,FBGA-78UEN,3500,01/23/2022 SP
BBH51,MAXUM-PLUS,RUNNING,P53MSJE05,2200,078ENMS007,AMS078EN1002A,22-01-12 11:04,22-01-11 21:30,MTI,FBGA-78UEN,3470,01/24/2022 MP
BBH52,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 13:47,,,,01/25/2022 MP
BBH53,MAXUM-PLUS,RUNNING,R02ABKT02,2200,066TNAB026,AAB066TN1001A,22-01-10 21:55,22-01-10 09:43,WINBOND,TSOP2-66ME,2880,01/26/2022 MP
BBH54,MAXUM-PLUS,RUNNING,R02ABKU05,2200,066TNAB026,AAB066TN1001A,22-01-11 20:20,22-01-11 08:09,WINBOND,TSOP2-66ME,2880,01/27/2022 MP
BBH55,MAXUM-PLUS,RUNNING,R02ABKU04,2200,066TNAB026,AAB066TN1001A,22-01-11 20:27,22-01-11 08:16,WINBOND,TSOP2-66ME,2880,01/28/2022 MP
BBH56,MAXUM-PLUS,RUNNING,R02ABKU07,2200,066TNAB026,AAB066TN1001A,22-01-11 18:14,22-01-11 06:03,WINBOND,TSOP2-66ME,2880,01/29/2022 MP
BBH57,MAXUM-PLUS,RUNNING,R02ABKV07,2200,066TNAB026,AAB066TN1001A,22-01-12 14:47,22-01-12 02:35,WINBOND,TSOP2-66ME,2880,01/30/2022 MP
BBH58,MAXUM-PLUS,RUNNING,P53MSJA08,2200,078ENMS007,AMS078EN1002A,22-01-12 09:05,22-01-11 19:10,MTI,FBGA-78UEN,3560,01/31/2022 MP
BBH59,MAXUM-PLUS,RUNNING,P53MSJ801,2200,078ENMS007,AMS078EN1002A,22-01-12 10:05,22-01-11 20:06,MTI,FBGA-78UEN,3579,
BBH60,MAXUM-PLUS,RUNNING,P53MSJF10,2200,078ENMS007,AMS078EN1002A,22-01-12 10:58,22-01-12 05:56,MTI,FBGA-78UEN,1275,
BBH61,MAXUM-PLUS,RUNNING,R02ABGI01,2200,054TNAB036,AAB054TN1005A,22-01-12 04:50,22-01-11 15:18,WINBOND,TSOP2-54ME,2880,
BBH62,MAXUM-PLUS,RUNNING,P53MSJE09,2200,078ENMS007,AMS078EN1002A,22-01-12 21:28,22-01-12 07:53,MTI,FBGA-78UEN,3475,
BBH63,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 08:02,,,,
BBH64,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 08:00,,,,
BBH65,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-11 12:42,,,,
BBH66,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 12:03,,,,
BBH67,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 12:53,,,,
BBH68,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-12 04:21,,,,
BBH69,MAXUM-PLUS,RUNNING,R02MSAI02,2200,078EPMS004,AMS078EP1001A,22-01-13 02:24,22-01-12 00:47,MTI,FBGA-78UEP,5731,
BBH70,MAXUM-PLUS,RUNNING,P53MSJ808,2200,078ENMS007,AMS078EN1002A,22-01-12 21:45,22-01-12 07:54,MTI,FBGA-78UEN,3540,01/12/2022 MP
BBH96,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 11:42,,,,01/13/2022 MP
BBH97,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 21:52,,,,01/14/2022 MP
BBH98,MAXUM-PLUS,WAIT-REPAIR,R02ABGI02,2200,054TNAB036,AAB054TN1005A,22-01-12 06:59:53,22-01-12 06:54,WINBOND,TSOP2-54ME,2880,01/15/2022 MP
BBH99,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 18:27,,,,01/16/2022 MP
BBJ01,ICONN,ENG,,,,ANI020YU1002B,22-01-11 11:48,22-01-11 11:48,,,,
BBJ02,MAXUM,RUNNING,R02ASAN11,2200,096EIAS005,AAS096EI2001A,22-01-12 13:17,22-01-11 16:57,EliteMT,FBGA-96UEJ,2960,
BBJ03,MAXUM,IDLE,,,,AAB008YD2006A,,22-01-12 07:40,,,,
BBK27,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 22:08,,,,01/17/2022 MP
BBK28,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-09 18:50,,,,01/18/2022 MP
BBK29,MAXUM-PLUS,RUNNING,R02CDAS01,2200,084UCCD007,ACD084CC2003A,22-01-12 15:51,22-01-12 05:53,ETRON,FBGA-84UC(2),2903,01/19/2022 MP
BBK30,MAXUM-PLUS,RUNNING,R02MSGM02,2200,096ECMS003,AMS096EC1002A,22-01-12 11:50,22-01-11 15:35,MTI,FBGA-96UEC,5600,01/20/2022 MP
BBK31,MAXUM-PLUS,WAIT-SETUP,R02MSGM08,2200,096ECMS003,AMS096EC1002A,22-01-12 06:18:53,22-01-12 06:57,MTI,FBGA-96UEC,349,01/21/2022 MP
BBK32,MAXUM-PLUS,RUNNING,R02MSGJ05,2200,096ECMS003,AMS096EC1002A,22-01-13 01:09,22-01-12 04:53,MTI,FBGA-96UEC,5600,01/27/2022 MP
BBK33,MAXUM-PLUS,IDLE,,,,AMS096EC1002A,,22-01-11 13:28,,,,01/23/2022 MP
BBK34,MAXUM-PLUS,RUNNING,R02MSGI03,2200,096ECMS003,AMS096EC1002A,22-01-12 11:47,22-01-11 15:32,MTI,FBGA-96UEC,5600,01/24/2022 MP
BBK35,MAXUM-PLUS,RUNNING,R02MSGI05,2200,096ECMS003,AMS096EC1002A,22-01-12 09:40,22-01-11 13:24,MTI,FBGA-96UEC,5600,01/25/2022 MP
BBK36,MAXUM-PLUS,RUNNING,R02MSGK06,2200,096ECMS003,AMS096EC1002A,22-01-13 02:31,22-01-12 06:27,MTI,FBGA-96UEC,5545,01/26/2022 MP
BBK37,MAXUM-PLUS,RUNNING,R02MSGD05,2200,096ECMS003,AMS096EC1002A,22-01-12 18:28,22-01-11 22:25,MTI,FBGA-96UEC,5543,01/27/2022 MP
BBK38,MAXUM-PLUS,RUNNING,R02MSGK02,2200,096ECMS003,AMS096EC1002A,22-01-12 18:38,22-01-11 22:22,MTI,FBGA-96UEC,5600,01/28/2022 MP
BBK39,MAXUM-PLUS,IDLE,,,,AMS078EP1001A,,22-01-11 19:51,,,,01/29/2022 AP
BBK40,MAXUM-PLUS,RUNNING,P53MSNP01,2200,078EPMS004,AMS078EP1001A,22-01-12 08:28,22-01-11 06:01,MTI,FBGA-78UEP,5920,01/30/2022 AP
BBK41,MAXUM-PLUS,RUNNING,R02MSGN05,2200,096ECMS003,AMS096EC1002A,22-01-13 02:44,22-01-12 06:29,MTI,FBGA-96UEC,5594,01/31/2022 AP
BBK42,MAXUM-PLUS,RUNNING,R02MSGD04,2200,096ECMS003,AMS096EC1002A,22-01-12 15:50,22-01-11 19:47,MTI,FBGA-96UEC,5539,
BBK43,MAXUM-PLUS,RUNNING,R02MSGM06,2200,096ECMS003,AMS096EC1002A,22-01-12 18:35,22-01-11 22:19,MTI,FBGA-96UEC,5600,
BBK44,MAXUM-PLUS,RUNNING,R02MSGJ03,2200,096ECMS003,AMS096EC1002A,22-01-13 02:49,22-01-12 06:33,MTI,FBGA-96UEC,5600,
BBK45,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-09 22:56,,,,
BBK46,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 07:12,,,,
BBK47,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 00:29,,,,
BBK48,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-10 13:40,,,,
BBK49,MAXUM-PLUS,IDLE,,,,AMS078EN1001A,,22-01-09 23:33,,,,
BBL01,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-08 14:18,,,,01/21/2022 MP
BBL02,MAXUM-PLUS,RUNNING,R02BWC907,2200,036ABBW009,ABW036AB1004A,22-01-12 15:36,22-01-12 03:04,AKM,QFN-36AB1,3200,01/23/2022 MP
BBL03,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-09 05:05,,,,01/24/2022 MP
BBL04,MAXUM-PLUS,RUNNING,R02BWCA23,2200,036ABBW009,ABW036AB1004A,22-01-12 08:20,22-01-11 19:48,AKM,QFN-36AB1,3200,01/25/2022 MP
BBL05,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-10 02:47,,,,01/26/2022 MP
BBL16,MAXUM-PLUS,IDLE,,,,AAB008YB2007A,,22-01-12 01:47,,,,
BBL17,MAXUM-PLUS,IDLE,,,,AAB008YB2007A,,22-01-12 01:50,,,,
BBL18,MAXUM-PLUS,IDLE,,,,AMS096EC3001B,,22-01-12 06:52,,,,01/12/2022 MP
BBL19,MAXUM-PLUS,RUNNING,R02MSFC03,2200,096ECMS010,AMS096EC3001B,22-01-12 12:40,22-01-11 15:13,MTI,FBGA-96UEC,5600,01/13/2022 MP
BBL20,MAXUM-PLUS,IDLE,,,,ABW036AB1004A,,22-01-12 05:25,,,,01/16/2022 MP
BBL21,MAXUM-PLUS,IDLE,,,,AAB008YQ2022A,,22-01-11 23:21,,,,01/25/2022 MP
BBL22,MAXUM-PLUS,IDLE,,,,AAB008YB2007A,,22-01-12 06:18,,,,01/26/2022 MP
BBM01,MAXUM,IDLE,,,,AMS078EN1001A,,22-01-10 10:06,,,,
BBM02,MAXUM,IDLE,,,,AMS078EN1001A,,22-01-10 06:07,,,,
BBM03,MAXUM,IDLE,,,,AMS078EN1001A,,22-01-10 13:48,,,,
BBM04,MAXUM,IDLE,,,,AMS078EN1001A,,22-01-10 01:31,,,,
BBM05,MAXUM,IDLE,,,,AMS078EN1001A,,22-01-10 04:28,,,,
BBM06,MAXUM,IDLE,,,,AMS078EN1001A,,22-01-09 23:32,,,,
BBM07,MAXUM,IDLE,,,,AMS078EN1001A,,22-01-10 14:53,,,,
BBR01,RAPID,RUNNING,R02AWFR20,2200,008Y6AW034,AAW008Y62015A,22-01-12 10:07,22-01-12 02:27,MXIC,DFN-08Y62D,8320,01/16/2022 MP
BBR02,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 05:41,,,,01/17/2022 MP
BBR03,RAPID,QC,R02ABP901,2200,008YMAB072,AAB008YM2025A,,,WINBOND,DFN-08YM2D,16000,01/18/2022 MP
BBR04,RAPID,IDLE,,,,AHQ0442J3003A,,22-01-11 10:09,,,,01/19/2022 MP
BBR05,RAPID,IDLE,,,,ANV132X2C034A,,22-01-10 16:04,,,,01/19/2022 MP
BBR06,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 08:10,,,,01/20/2022 MP
BBR07,RAPID,IDLE,,,,ANV132X2C034A,,22-01-10 16:33,,,,01/21/2022 MP
BBR08,RAPID,IDLE,,,,ANV132X2C034A,,22-01-10 21:54,,,,01/23/2022 MP
BBR09,RAPID,IDLE,,,,AHQ0442J3006A,,22-01-11 22:52,,,,01/24/2022 MP
BBR10,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 15:56,,,,01/25/2022 MP
BBR11,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 17:31,,,,01/26/2022 MP
BBR12,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 13:12,,,,01/27/2022 MP
BBR13,RAPID,RUNNING,R02VGBA03,2200,008Y6VG012,ABU008Y62002A,22-01-12 11:18,22-01-12 07:50,ISSI-VG,DFN-08Y62D,5390,01/28/2022 MP
BBR14,RAPID,IDLE,,,,AHQ0442J3006A,,22-01-11 22:49,,,,01/29/2022 MP
BBR15,RAPID,RUNNING,R02HQAF12,2200,0442JHQ027,AHQ0442J3005A,22-01-12 07:56,22-01-12 01:02,EMC,FPSTLGA44YBV,2268,01/30/2022 MP
BBR16,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 01:05,,,,01/31/2022 MP
BBR17,RAPID,RUNNING,R02HQAF15,2200,0442JHQ027,AHQ0442J3005A,22-01-12 14:24,22-01-12 07:20,EMC,FPSTLGA44YBV,2326,
BBR18,RAPID,RUNNING,R02HQAF03,2200,0442JHQ027,AHQ0442J3005A,22-01-12 12:08,22-01-12 05:19,EMC,FPSTLGA44YBV,2239,
BBR19,RAPID,IDLE,,,,AAW008Y62015A,,22-01-12 01:04,,,,
BBR20,RAPID,RUNNING,R02ABCG10,2200,008YQAB090,AAB008YQ2039B,22-01-12 09:35,22-01-12 01:07,WINBOND,STDFN-08YQ2A,4320,
BBR21,RAPID,IDLE,,,,AAB008YQ2039B,,22-01-12 06:50,,,,
BBR22,RAPID,RUNNING,R02ABCG17,2200,008YQAB090,AAB008YQ2039B,22-01-12 11:24,22-01-12 02:56,WINBOND,STDFN-08YQ2A,4320,
BBR23,RAPID,IDLE,,,,AAB008YQ2039B,,22-01-12 05:41,,,,
BBR24,RAPID,IDLE,,,,AHQ0442J3006A,,22-01-12 06:27,,,,
BBR25,RAPID,RUNNING,R02AWFR09,2200,008Y6AW034,AAW008Y62015A,22-01-12 10:04,22-01-12 02:24,MXIC,DFN-08Y62D,8320,
BBR26,RAPID,IDLE,,,,AMS078EP1001A,,22-01-12 02:46,,,,01/29/2022 MP
BBR27,RAPID,IDLE,,,,AMS078EP1001A,,22-01-12 04:57,,,,01/30/2022 MP
BBR28,RAPID,RUNNING,R02AWA511,2200,016D5AW011,AAW016D53004A,22-01-12 15:58,22-01-11 22:51,MXIC,SSLGA16DOU,1198,01/31/2022 MP
BBR29,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 06:49,,,,
BBR30,RAPID,RUNNING,R02AWBC10,2200,016D5AW011,AAW016D53004A,22-01-12 17:33,22-01-11 23:16,MXIC,SSLGA16DOU,1280,
BBR31,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 11:59,,,,
BBR32,RAPID,WAIT-SETUP,,,,AAW016D53004A,,22-01-12 03:19,,,,
BBR33,RAPID,RUNNING,R02SSA108,2200,153XTSS011,ASS153XT3001A,22-01-12 12:36,22-01-11 21:43,HOSIN,SSBGA153JAU,1780,
BBR34,RAPID,IDLE,,,,AAB054TN1004A,,22-01-12 06:24,,,,
BBR35,RAPID,RUNNING,R02MSAF01,2200,078EPMS004,AMS078EP1001A,22-01-12 16:49,22-01-11 15:09,MTI,FBGA-78UEP,5891,01/12/2022 MP
BBR36,RAPID,RUNNING,R02MSAX01,2200,078EPMS004,AMS078EP1001A,22-01-13 07:57,22-01-12 06:09,MTI,FBGA-78UEP,5920,01/13/2022 MP
BBR37,RAPID,IDLE,,,,AMS078EP1001A,,22-01-11 10:33,,,,01/14/2022 MP
BBR38,RAPID,WAIT-REPAIR,,,,AAW016D53004A,,22-01-11 21:19,,,,01/15/2022 MP
BBR39,RAPID,WAIT-REPAIR,,,,AAB084CC9002A,,22-01-11 19:38,,,,01/16/2022 MP
BBR40,RAPID,WAIT-REPAIR,,,,ANV132X2C044A,,22-01-11 05:40,,,,01/17/2022 MP
BBR41,RAPID,WAIT-REPAIR,,,,AMS078EP1001A,,22-01-11 03:51,,,,01/18/2022 MP
BBR42,RAPID,RUNNING,R02AWBC09,2200,016D5AW011,AAW016D53004A,22-01-12 21:07,22-01-12 02:55,MXIC,SSLGA16DOU,1274,01/19/2022 MP
BBR43,RAPID,IN-REPAIR,R02AWBC14,2200,016D5AW011,AAW016D53004A,22-01-12 19:19:20,22-01-12 06:51,MXIC,SSLGA16DOU,1250,01/20/2022 MP
BBR44,RAPID,IN-REPAIR,R02MSA703,2200,078EPMS004,AMS078EP1001A,22-01-12 16:56:08,22-01-12 07:33,MTI,FBGA-78UEP,5895,
BBR45,RAPID,IDLE,,,,AMS078EP1001A,,22-01-12 01:38,,,,
BBR46,RAPID,WAIT-SETUP,,,,AAW016D53004A,,22-01-12 07:17,,,,
BBR47,RAPID,RUNNING,R02AWB606,2200,016D5AW011,AAW016D53004A,22-01-13 01:16,22-01-12 07:17,MXIC,SSLGA16DOU,1259,
BBR48,RAPID,WAIT-SETUP,,,,AAW016D53004A,,22-01-12 07:51,,,,
BBR49,RAPID,RUNNING,R02AWBC06,2200,016D5AW011,AAW016D53004A,22-01-13 01:29,22-01-12 07:12,MXIC,SSLGA16DOU,1280,
BBR50,RAPID,ENG,,,,AAW016D53004A,22-01-12 04:40,22-01-12 04:40,,,,
BBR51,RAPID,RUNNING,R02MSAJ02,2200,078EPMS004,AMS078EP1001A,22-01-13 01:53,22-01-12 00:10,MTI,FBGA-78UEP,5900,
BBR52,RAPID,RUNNING,R02MSAJ04,2200,078EPMS004,AMS078EP1001A,22-01-12 22:44,22-01-12 06:00,MTI,FBGA-78UEP,3831,
BBR53,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 11:55,,,,
BBR54,RAPID,RUNNING,R02AWA501,2200,016D5AW011,AAW016D53004A,22-01-12 08:10,22-01-11 14:31,MXIC,SSLGA16DOU,1236,
BBR55,RAPID,IDLE,,,,AMS078EP1001A,,22-01-12 00:52,,,,01/12/2022 MP
BBR56,RAPID,ENG,,,,AAW016D53004A,22-01-11 23:50,22-01-11 23:50,,,,01/13/2022 MP
BBR57,RAPID,RUNNING,P53MSNI03,2200,078EPMS004,AMS078EP1001A,22-01-12 06:49,22-01-11 06:00,MTI,FBGA-78UEP,5694,01/14/2022 MP
BBR58,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 12:24,,,,01/15/2022 MP
BBR59,RAPID,RUNNING,R02AWA514,2200,016D5AW011,AAW016D53004A,22-01-12 14:38,22-01-11 21:39,MXIC,SSLGA16DOU,1189,01/16/2022 MP
BBR60,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 12:42,,,,01/17/2022 MP
BBR61,RAPID,IDLE,,,,AMS078EP1001A,,22-01-12 06:05,,,,01/18/2022 MP
BBR62,RAPID,QC,R02MSAH02,2200,078EPMS004,AMS078EP1001A,,,MTI,FBGA-78UEP,5852,01/19/2022 MP
BBR63,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 02:04,,,,01/20/2022 MP
BBR64,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 03:47,,,,01/21/2022 MP
BBR65,RAPID,ENG,,,,AAW016D53004A,22-01-11 23:36,22-01-11 23:36,,,,01/25/2022 MP
BBR66,RAPID,ENG,,,,AAW016D53004A,22-01-11 17:43,22-01-11 17:43,,,,
BBR67,RAPID,RUNNING,R02MSA304,2200,078EPMS004,AMS078EP1001A,22-01-12 06:09,22-01-11 10:54,MTI,FBGA-78UEP,4409,01/12/2022 MP
BBR68,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 21:41,,,,01/13/2022 MP
BBR69,RAPID,ENG,,,,AAW016D53004A,22-01-11 19:19,22-01-11 19:19,,,,01/14/2022 MP
BBR70,RAPID,ENG,,,,ANV132X2C049A,22-01-09 22:35,22-01-09 22:35,,,,01/15/2022 MP
BBR71,RAPID,RUNNING,R02MSAD02,2200,078EPMS004,AMS078EP1001A,22-01-12 16:20,22-01-11 14:21,MTI,FBGA-78UEP,5960,01/16/2022 MP
BBR72,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 07:15,,,,01/17/2022 MP
BBR73,RAPID,RUNNING,R02AWBC04,2200,016D5AW011,AAW016D53004A,22-01-12 17:01,22-01-11 23:06,MXIC,SSLGA16DOU,1254,01/18/2022 MP
BBR74,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 09:44,,,,01/19/2022 MP
BBR75,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 09:42,,,,01/20/2022 MP
BBR76,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 11:31,,,,01/23/2022 MP
BBR77,RAPID,WAIT-REPAIR,,,,AMS078EN1001A,,22-01-08 22:18,,,,01/24/2022 MP
BBR78,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 16:22,,,,01/25/2022 MP
BBR79,RAPID,IDLE,,,,AMS078EP1001A,,22-01-12 04:23,,,,01/26/2022 MP
BBR80,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 03:59,,,,01/27/2022 MP
BBR81,RAPID,RUNNING,P53MSNI01,2200,078EPMS004,AMS078EP1001A,22-01-13 05:18,22-01-10 22:51,MTI,FBGA-78UEP,5720,01/28/2022 MP
BBR82,RAPID,SETUP,R02ABH104,2200,054TNAB029,AAB054TN1004A,22-01-12 08:25,22-01-12 07:55,WINBOND,TSOP2-54ME,1967,01/29/2022 MP
BBR83,RAPID,RUNNING,R02MSAE02,2200,078EPMS004,AMS078EP1001A,22-01-12 18:00,22-01-11 16:20,MTI,FBGA-78UEP,5887,01/30/2022 MP
BBR84,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 11:43,,,,01/31/2022 MP
BBR85,RAPID,RUNNING,R02AWBC07,2200,016D5AW011,AAW016D53004A,22-01-12 18:17,22-01-12 00:37,MXIC,SSLGA16DOU,1237,
BBR86,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 09:43,,,,
BBR87,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 09:45,,,,
BBR88,RAPID,IDLE,,,,AMS078EN1001A,,22-01-09 18:31,,,,
BBR89,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 01:45,,,,
BBR90,RAPID,IDLE,,,,AMS078EN1001A,,22-01-10 02:51,,,,
BBR91,RAPID,IDLE,,,,AHQ0442J3003A,,22-01-11 10:10,,,,
BBR92,RAPID,SETUP,,,,AAW008Y62015A,22-01-12 09:02,22-01-12 07:32,,,,
BBR93,RAPID,ENG,,,,ACM088Y24001A,22-01-09 11:42,22-01-09 11:42,,,,
BBR94,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 10:37,,,,
BBR95,RAPID,RUNNING,R02AWFR25,2200,008Y6AW034,AAW008Y62015A,22-01-12 15:33,22-01-12 07:53,MXIC,DFN-08Y62D,8320,
BBR96,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 06:04,,,,01/12/2022 MP
BBR97,RAPID,RUNNING,R02AWFR17,2200,008Y6AW034,AAW008Y62015A,22-01-12 15:37,22-01-12 07:57,MXIC,DFN-08Y62D,8320,01/13/2022 MP
BBR98,RAPID,RUNNING,R02AWFR13,2200,008Y6AW034,AAW008Y62015A,22-01-12 12:03,22-01-12 04:23,MXIC,DFN-08Y62D,8320,01/14/2022 MP
BBR99,RAPID,ENG,,,,AQT192X85001B,22-01-12 06:09,22-01-12 06:09,,,,01/15/2022 MP
BBRA1,RAPID,RUNNING,R02AWFR06,2200,008Y6AW034,AAW008Y62015A,22-01-12 08:31,22-01-12 00:50,MXIC,DFN-08Y62D,8320,01/16/2022 MP
BBRA2,RAPID,IDLE,,,,AHQ0442J3006A,,22-01-12 02:01,,,,01/17/2022 MP
BBRA3,RAPID,RUNNING,R02AWFR07,2200,008Y6AW034,AAW008Y62015A,22-01-12 08:34,22-01-12 00:54,MXIC,DFN-08Y62D,8320,01/18/2022 MP
BBRA4,RAPID,IDLE,,,,AHQ0442J3003A,,22-01-11 07:20,,,,01/19/2022 MP
BBRA5,RAPID,IDLE,,,,AHQ0442J3003A,,22-01-11 07:53,,,,01/20/2022 MP
BBRA6,RAPID,RUNNING,R02AWFR12,2200,008Y6AW034,AAW008Y62015A,22-01-12 08:38,22-01-12 00:58,MXIC,DFN-08Y62D,8320,01/21/2022 MP
BBRA7,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 04:19,,,,01/23/2022 MP
BBRA8,RAPID,SETUP,R02AWHI11,2200,008Y6AW032,AAW008Y62014A,22-01-12 08:26,22-01-12 07:56,MXIC,DFN-08Y62D,8320,01/24/2022 MP
BBRA9,RAPID,RUNNING,R02ABCG09,2200,008YQAB090,AAB008YQ2039B,22-01-12 06:11,22-01-11 21:43,WINBOND,STDFN-08YQ2A,4320,01/25/2022 MP
BBRB1,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 05:52,,,,01/26/2022 MP
BBRB2,RAPID,IDLE,,,,AAB008YQ2039B,,22-01-12 04:29,,,,01/27/2022 MP
BBRB3,RAPID,IDLE,,,,ANV345XTA010A,,22-01-08 12:38,,,,01/23/2022 MP
BBRB4,RAPID,IDLE,,,,AAB008YQ2039B,,22-01-12 04:31,,,,01/24/2022 MP
BBRB5,RAPID,IDLE,,,,ANV132X2C034A,,22-01-12 03:06,,,,01/25/2022 MP
BBRB6,RAPID,IDLE,,,,ANV132X2C034A,,22-01-10 16:10,,,,01/26/2022 MP
BBRB7,RAPID,IDLE,,,,AAB008YQ2039B,,22-01-12 05:44,,,,01/27/2022 MP
BBRB8,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 10:30,,,,
BBRB9,RAPID,PM,,,,AAB008YQ2039B,22-01-12 17:32,22-01-12 07:32,,,,01/12/2022 AP
BBRC1,RAPID,IDLE,,,,ANV132X2C034A,,22-01-11 01:23,,,,01/13/2022 AP
BBRC2,RAPID,RUNNING,R02ABCG16,2200,008YQAB090,AAB008YQ2039B,22-01-12 11:59,22-01-12 03:31,WINBOND,STDFN-08YQ2A,4320,01/14/2022 AP
BBRC3,RAPID,IN-REPAIR,R02VGB505,2200,008Y6VG008,ABU008Y62011A,22-01-12 08:43:51,22-01-12 07:54,ISSI-VG,DFN-08Y62D,8320,01/15/2022 AP
BBRC4,RAPID,RUNNING,R02ABCG01,2200,008YQAB090,AAB008YQ2039B,,22-01-11 23:33,WINBOND,STDFN-08YQ2A,4320,01/16/2022 AP
