route,wlot_lot_number,wlot_crt_dat_al_1,pin_package,wlot_prod,wlot_qty_1,wlot_qty_2,wlot_oper,wlot_hold,wlot_mvin_perfmd,bd_id,urgent_code,sub_lot,wb_location,automotive,package_id,CR,super_hot_run_code,last_WB_entity
BGA118,R02ISA103,LYONTEK,MINIBGA48D3U,048MAIS024,2479,0,2090,N,N,AIS048MA9004A,,3,BB514-1,,LT8093C-3WFGLB45XI-4BLR,0.0,N,DA
BGA118,R02ISA101,LYONTEK,MINIBGA48D3U,048MAIS024,6064,0,2150,N,N,AIS048MA9004A,,3,N2A07-2,,LT8093C-3WFGLB45XI-4BLR,0.0,N,DA
BGA118,R02ISA102,LYONTEK,MINIBGA48D3U,048MAIS024,6120,0,2150,N,N,AIS048MA9004A,,3,N2A07-2,,LT8093C-3WFGLB45XI-4BLR,0.0,N,DA
BGA132,R02VGA904,ISSI-VG,VFBGA63H8L,063NWVG002,4000,0,2090,N,N,ABU063NW1003A,,7,BB546-1,,IS34ML01G084-BLI,-0.11,N,DA
BGA132,R02VGA903,ISSI-VG,VFBGA63H8L,063NWVG002,3993,0,2150,N,N,ABU063NW1003A,,7,N2A07-4,,IS34ML01G084-BLI,-0.11,N,DA
BGA132,R02VGA901,ISSI-VG,VFBGA63H8L,063NWVG002,4000,0,2150,N,N,ABU063NW1003A,,7,N2A07-4,,IS34ML01G084-BLI,-0.11,N,DA
BGA132,R02VGA905,ISSI-VG,VFBGA63H8L,063NWVG002,4000,0,2150,N,N,ABU063NW1003A,,7,N2A07-4,,IS34ML01G084-BLI,-0.11,N,DA
BGA132,R02VGA906,ISSI-VG,VFBGA63H8L,063NWVG002,4000,0,2200,N,Y,ABU063NW1003A,,7,,,IS34ML01G084-BLI,-0.11,N,DA
BGA132,R02VGA701,ISSI-VG,VFBGA63H8L,063NWVG002,4000,0,2250,N,N,ABU063NW1003A,,2,,,IS34ML01G081-BLI,-0.14,N,BB546
BGA132,R02VGA907,ISSI-VG,VFBGA63H8L,063NWVG002,1878,0,2250,N,N,ABU063NW1003A,,7,,,IS34ML01G084-BLI,-0.14,N,BB546
BGA132,R02VGA702,ISSI-VG,VFBGA63H8L,063NWVG002,179,0,2250,N,N,ABU063NW1003A,,2,,,IS34ML01G081-BLI,-0.14,N,BB546
BGA132,R02VGA902,ISSI-VG,VFBGA63H8L,063NWVG002,3999,0,2250,N,N,ABU063NW1003A,,7,,,IS34ML01G084-BLI,-0.14,N,BB546
BGA134,R80CMBF,ENG,FBGA-96UEL-3,096ELCM065ENG,3,9357,2005,Y,N,AAS096EL1002A,E,4,,,M15T1G1664AC1AG{GVEX2-LP-70}-ENG,-0.34,N,
BGA140,R02GAA101,FIDELIX,FBGA-96UEL-2,096ELGA001,2920,0,2090,N,N,AGA096EL2001A,,3,BB580-1,,FM38D16SAB-8KGD,0.05,N,DA
BGA140,R02GAA102,FIDELIX,FBGA-96UEL-2,096ELGA001,2920,0,2150,N,N,AGA096EL2001A,,3,N2A10-2,,FM38D16SAB-8KGD,0.05,N,DA
BGA140,R02GAA103,FIDELIX,FBGA-96UEL-2,096ELGA001,2746,0,2150,N,N,AGA096EL2001A,,3,N2A09-1,,FM38D16SAB-8KGD,0.05,N,DA
BGA145,P51VGEC,ISSI-VG,VFBGA64B4U,064RKVG004,4,9324,2010,N,N,ABU064RK1001A,,2,,,IS29GL128-70DLET-AS,-0.9,N,
BGA145,P49VGA6,ISSI-VG,VFBGA64B4U,064RKVG001,4,8533,2010,N,N,ABU064RK1002A,,2,,,IS29GL256-70DLEB-AS,-0.81,N,
BGA145,P48VGDC,ISSI-VG,VFBGA64B4U,064RKVG001,12,26731,2010,N,N,ABU064RK1002A,,4,,,IS29GL256-70DLET-AS,-0.81,N,
BGA145,P51VGEB,ISSI-VG,VFBGA64B4U,064RKVG004,12,25710,2010,N,N,ABU064RK1001A,,4,,,IS29GL128-70DLET-AS,-0.9,N,
BGA145,PXXVGHS,ChipMOS,VFBGA64B4U,064RKVG004,110,0,2070,N,N,ABU064RK1001A,,4,,,IS29GL128-70DLET-AS,-1.1,N,
BGA145,R02VGB2,ISSI-VG,VFBGA64B4U,064RKVG001,4848,2,2070,Y,N,ABU064RK1002A,,1,,,IS29GL256-70DLET-AS,-0.53,N,
BGA145,PXXVGHT,ChipMOS,VFBGA64B4U,064RKVG004,10,0,2070,N,N,ABU064RK1001A,,1,,,IS29GL128-70DLET-AS,-1.22,N,
BGA145,PXXVGHU,ChipMOS,VFBGA64B4U,064RKVG003,130,0,2070,N,N,ABU064RK1003A,,3,,Y,IS29GL256-70DLA3L-AS,0.0,N,
BGA145,PXXVGHQ,ChipMOS,VFBGA64B4U,064RKVG001,110,0,2070,N,N,ABU064RK1002A,,4,,,IS29GL256-70DLET-AS,-0.99,N,
BGA145,RXXVG1H,ChipMOS,VFBGA64B4U,064RKVG001,30,0,2070,N,N,ABU064RK1002A,,2,,,IS29GL256-70DLET-AS,-1.1,N,
BGA145,PXXVGHR,ChipMOS,VFBGA64B4U,064RKVG001,65,0,2070,N,N,ABU064RK1002A,,3,,,IS29GL256-70DLET-AS,-1.1,N,
BGA145,RXXVG1C,ChipMOS,VFBGA64B4U,064RKVG001,18,0,2070,N,N,ABU064RK1002A,,1,,,IS29GL256-70DLET-AS,-0.53,N,
BGA154,P53GAA203,FIDELIX,MINIBGA48A2,048MAGA016,1299,0,2320,N,N,GA048MA2008A,,3,,,FMP1617CC0-H85I,-0.29,N,BB443
BGA154,P53GAA201,FIDELIX,MINIBGA48A2,048MAGA016,4677,0,2320,N,N,GA048MA2008A,,3,,,FMP1617CC0-H85I,-0.29,N,BB443
BGA154,P53GAA202,FIDELIX,MINIBGA48A2,048MAGA016,4668,0,2320,N,N,GA048MA2008A,,3,,,FMP1617CC0-H85I,-0.29,N,BB443
BGA161,R03AWAN,MXIC,VFBGA63BAU,063NWAW010,1,3756,2003,N,N,AAW063NW4005A,,1,,,6329E-63XKAIY2999Y,-0.9,N,
BGA161,R03AWAP,MXIC,VFBGA63BAU,063NWAW009,6,16754,2003,N,N,AAW063NW4003A,,3,,,6330E-63XKAIY2A99G,-0.9,N,
BGA161,PXXAWJ3,ChipMOS,MINIBGA24A3L,024MAAW066,48,0,2070,N,N,AAW024MA6037B,,2,,Y,6762A-24XD10RTE13G{A},4.61,N,
BGA161,R02AWHM01,MXIC,MINIBGA24A4L,024MAAW045,8640,0,2070,N,Y,AAW024MA6022C,,2,,Y,6732L-24XD08QYI499{A},-0.76,N,
BGA161,R03AWAF,MXIC,MINIBGA24A4L,024MAAW045,4914,3,2070,N,N,AAW024MA6022C,,1,,Y,6732O-24XD08RYI399{A},-0.76,N,
BGA161,RXXAW1P,ChipMOS,MINIBGA24A4L,024MAAW045,42,0,2070,N,N,AAW024MA6022C,,1,,Y,6732O-24XD08RYI399{A},-1.79,N,
BGA161,R02AWHM02,MXIC,MINIBGA24A4L,024MAAW045,7903,0,2070,N,Y,AAW024MA6022C,,2,,Y,6732L-24XD08QYI499{A},-0.76,N,
BGA161,R03AWAG,MXIC,MINIBGA24A4L,024MAAW045,1644,1,2070,N,N,AAW024MA6022C,,1,,Y,6732O-24XD08RYI399{A},-0.76,N,
BGA161,R02AWHN,MXIC,MINIBGA24A4L,024MAAW045,31767,19,2070,N,N,AAW024MA6022C,,4,,Y,6732L-24XD08QYI499{A},-0.76,N,
BGA161,R03AWAH,MXIC,MINIBGA24A4L,024MAAW045,1727,1,2070,N,N,AAW024MA6022C,,1,,Y,6732O-24XD08RYI399{A},-0.76,N,
BGA161,R02AWHM,MXIC,MINIBGA24A4L,024MAAW045,0,10,2070,N,Y,AAW024MA6022C,,2,,Y,6732L-24XD08QYI499{A},-0.76,N,
BGA161,R03AWAE,MXIC,MINIBGA24A4L,024MAAW045,5083,3,2070,N,N,AAW024MA6022C,,1,,Y,6732O-24XD08RYI399{A},-0.76,N,
BGA161,RXXAW1S,ChipMOS,VFBGA63BAU,063NWAW009,55,0,2070,N,N,AAW063NW4003A,,3,,,6330E-63XKAIY2A99G,-1.1,N,
BGA161,R02AWGQ02,MXIC,MINIBGA24A3L,024MAAW066,8069,0,2080,N,N,AAW024MA6037B,,2,,Y,6762A-24XD10RTF13G{A},-1.07,N,DA
BGA161,R02AWHL02,MXIC,MINIBGA24A4L,024MAAW045,2979,0,2080,N,N,AAW024MA6022C,,2,,Y,6732L-24XD08QYI499{A},-1.07,N,DA
BGA161,R02AWG402,MXIC,MINIBGA24A4L,024MAAW060,8241,0,2150,N,N,AAW024MA6033B,,3,N2A10-1,,6732L-24XD08IYF499,-1.07,N,DA
BGA161,R02AWGQ01,MXIC,MINIBGA24A3L,024MAAW066,8640,0,2150,N,N,AAW024MA6037B,,2,N2A10-3,Y,6762A-24XD10RTF13G{A},-1.07,N,DA
BGA161,PXXAWAP01,ChipMOS,MINIBGA24A4L,024MAAW059,300,0,2150,N,N,AAW024MA6031B,,9,N2WB TB,Y,6738V-24XD05STE999{A},31.89,N,DA
BGA161,R02AWG403,MXIC,MINIBGA24A4L,024MAAW060,3070,0,2150,N,N,AAW024MA6033B,,3,,,6732L-24XD08IYF499,-1.07,N,DA
BGA161,R02AWHL01,MXIC,MINIBGA24A4L,024MAAW045,8640,0,2150,N,N,AAW024MA6022C,,2,,Y,6732L-24XD08QYI499{A},-1.07,N,DA
BGA161,PXXAWAF01,ChipMOS,MINIBGA24A4L,024MAAW045,144,0,2150,N,N,AAW024MA6022C,,3,N2WB TB,Y,6732L-24XD08RTE9VA,32.37,N,DA
BGA161,R02AWG401,MXIC,MINIBGA24A4L,024MAAW060,8362,0,2150,N,N,AAW024MA6033B,,3,N2A10-1,,6732L-24XD08IYF499,-1.07,N,DA
BGA161,RXXAW1L01,ChipMOS,MINIBGA24A4L,024MAAW045,186,0,2150,N,N,AAW024MA6022C,,2,N2WB TB,Y,6732L-24XD08QYI499{A},-2.83,N,DA
BGA161,R02AWD901,MXIC,MINIBGA24A4L,024MAAW048,8550,0,2200,N,Y,AAW024MA6025A,,1,,,6732V-24XD08ITF999,-0.27,N,DA
BGA161,R02AWDB01,MXIC,MINIBGA24A4L,024MAAW048,8560,0,2230,N,N,AAW024MA6025A,,2,,,6732V-24XD08ITF999,-0.35,N,BB504
BGA161,R02AWDB02,MXIC,MINIBGA24A4L,024MAAW048,1584,0,2230,N,N,AAW024MA6025A,,2,,,6732V-24XD08ITF999,-0.35,N,BB465
BGA161,R02AWDF02,MXIC,MINIBGA24A3L,024MAAW072,8595,0,2250,N,N,AAW024MA6041B,,3,,Y,6758X-24XD05QTN999,-0.35,N,BB785
BGA161,R02AWD701,MXIC,MINIBGA24A4L,024MAAW048,6912,0,2300,N,Y,AAW024MA6025A,,1,,,6732V-24XD08ITF999,-0.35,N,BB556
BGA161,R02AWB301,MXIC,MBGA24J3U,024MAAW083,3381,0,2320,N,N,AAW024MAA006A,4,1,,Y,6769A-24XD08RYB2GE,-0.29,N,BB480
BGA161,R02AWDA01,MXIC,MINIBGA24A4L,024MAAW048,8366,0,2320,N,N,AAW024MA6025A,,2,,,6732V-24XD08ITF999,-0.74,N,BB465
BGA161,R02AWDA02,MXIC,MINIBGA24A4L,024MAAW048,3761,0,2320,N,N,AAW024MA6025A,,2,,,6732V-24XD08ITF999,-0.74,N,BB504
BGA161,P99CML601,ENG,VFBGA134JEU,134N9CM008ENG,126,0,2405,N,N,ABU134N93001A,E,1,,Y,IS46LD32640C-XBLA2-AS-ENG,0.0,N,
BGA161,P99CML501,ENG,VFBGA134JEU,134N9CM008ENG,126,0,2405,N,N,ABU134N93001A,E,1,,Y,IS46LD32640C-XBLA2-AS-ENG,0.0,N,BB556
BGA161,R02AWB201,MXIC,MINIBGA24A3L,024MAAW065,8639,0,2430,N,N,AAW024MA6036A,,9,,Y,6757L-24XD08QYD999{A},0.89,N,BB704
BGA161,R02AWB205,MXIC,MINIBGA24A3L,024MAAW065,8640,0,2430,N,N,AAW024MA6036A,,9,,Y,6757L-24XD08QYD999{A},0.89,N,BB704
BGA161,R02AWB209,MXIC,MINIBGA24A3L,024MAAW065,6132,0,2430,N,N,AAW024MA6036A,,9,,Y,6757L-24XD08QYD999{A},0.89,N,BB704
BGA161,R02AWD501,MXIC,MINIBGA24A4L,024MAAW048,8438,0,2430,N,N,AAW024MA6025A,,2,,,6732V-24XD08ITF999,-1.11,N,BB504
BGA161,R02AWD801,MXIC,MINIBGA24A4L,024MAAW048,8565,0,2430,N,N,AAW024MA6025A,,1,,,6732V-24XD08ITF999,-1.11,N,BB504
BGA161,R02AWDF01,MXIC,MINIBGA24A3L,024MAAW072,8559,0,2430,N,N,AAW024MA6041B,,3,,Y,6758X-24XD05QTN999,-1.11,N,BB785
BGA161,R02AWEU02,MXIC,MINIBGA24A4L,024MAAW058,8603,0,2430,N,N,AAW024MA6029D,,3,,Y,6750V-24XD05QTG999{A},-1.78,N,BB621
BGA161,R02AWB202,MXIC,MINIBGA24A3L,024MAAW065,8640,0,2430,N,N,AAW024MA6036A,,9,,Y,6757L-24XD08QYD999{A},0.89,N,BB703
BGA161,R02AWB206,MXIC,MINIBGA24A3L,024MAAW065,8640,0,2430,N,N,AAW024MA6036A,,9,,Y,6757L-24XD08QYD999{A},0.89,N,BB703
BGA161,R02AWD502,MXIC,MINIBGA24A4L,024MAAW048,1777,0,2430,N,N,AAW024MA6025A,,2,,,6732V-24XD08ITF999,-1.11,N,BB504
BGA161,R02AWEU03,MXIC,MINIBGA24A4L,024MAAW058,5081,0,2430,N,N,AAW024MA6029D,,3,,Y,6750V-24XD05QTG999{A},-1.78,N,BB621
BGA161,R02AWB203,MXIC,MINIBGA24A3L,024MAAW065,8637,0,2430,N,N,AAW024MA6036A,,9,,Y,6757L-24XD08QYD999{A},0.89,N,BB704
BGA161,R02AWB207,MXIC,MINIBGA24A3L,024MAAW065,8640,0,2430,N,N,AAW024MA6036A,,9,,Y,6757L-24XD08QYD999{A},0.89,N,BB703
BGA161,R02AWD401,MXIC,MINIBGA24A4L,024MAAW048,8431,0,2430,N,N,AAW024MA6025A,,2,,,6732V-24XD08ITF999,-1.11,N,BB556
BGA161,R02AWD601,MXIC,MINIBGA24A4L,024MAAW048,8479,0,2430,N,N,AAW024MA6025A,,1,,,6732V-24XD08ITF999,-1.11,N,BB504
BGA161,R02AWDD01,MXIC,MINIBGA24A4L,024MAAW052,5977,0,2430,N,N,AAW024MA6028B,,1,,Y,6738L-24XD08QTE9GP{A},-1.11,N,BBB16
BGA161,R02AWDF03,MXIC,MINIBGA24A3L,024MAAW072,6418,0,2430,N,N,AAW024MA6041B,,3,,Y,6758X-24XD05QTN999,-1.11,N,BB785
BGA161,R02AWB204,MXIC,MINIBGA24A3L,024MAAW065,8640,0,2430,N,N,AAW024MA6036A,,9,,Y,6757L-24XD08QYD999{A},0.89,N,BB703
BGA161,R02AWB208,MXIC,MINIBGA24A3L,024MAAW065,8640,0,2430,N,N,AAW024MA6036A,,9,,Y,6757L-24XD08QYD999{A},0.89,N,BB704
BGA161,R02AWD402,MXIC,MINIBGA24A4L,024MAAW048,1663,0,2430,N,N,AAW024MA6025A,,2,,,6732V-24XD08ITF999,-1.11,N,BB504
BGA161,R02AWDE01,MXIC,MINIBGA24A4L,024MAAW052,11472,0,2430,N,N,AAW024MA6028B,,2,,Y,6738L-24XD08QTE9GP{A},-1.11,N,BBB16
BGA161,R02AWEU01,MXIC,MINIBGA24A4L,024MAAW058,8598,0,2430,N,N,AAW024MA6029D,,3,,Y,6750V-24XD05QTG999{A},-1.78,N,BB621
BGA161,R02AWCC01,MXIC,MBGA24J3U,024MAAW083,12275,0,2435,Y,N,AAW024MAA006A,4,4,,Y,6769A-24XD08RTB2GE{A},0.67,N,BB480
BGA161,R02AWCC03,MXIC,MBGA24J3U,024MAAW083,9994,0,2460,N,N,AAW024MAA006A,4,4,,Y,6769A-24XD08RTB2GE{A},0.0,N,BB480
BGA164,P50GAA3,FIDELIX,VFBGA60K8L,060NRGA003,10,35526,2040,N,Y,AGA060NR1002A,,7,,,FMD8B16LCH-30EI,-0.58,N,
BGA164,P50GAA4,FIDELIX,VFBGA60K8L,060NRGA003,1,3669,2040,N,Y,AGA060NR1002A,,1,,,FMD8B16LCH-30EI,-0.58,N,
BGA170,P40UKSC,QST,LGA12CBP,012DNUK014,7,138680,2003,N,N,AUK012DN2003A,,6,,,QMA7981-HCAAY,-0.76,N,
BGA170,P46UKT1,QST,LGA12CBP,012DNUK014,5,97690,2003,N,N,AUK012DN2003A,,5,,,QMA7981-HCAAY,-0.76,N,
BGA170,P46UKT5,QST,LGA12CBP,012DNUK014,6,112713,2003,N,N,AUK012DN2003A,,5,,,QMA7981-HCAAY,-0.88,N,
BGA170,P46UKTA,QST,LGA12CBP,012DNUK014,1,14036,2003,N,N,AUK012DN2003A,,1,,,QMA7981-HCAAY,-0.88,N,
BGA170,P46UKTE,QST,LGA12CBP,012DNUK014,5,97260,2003,N,N,AUK012DN2003A,,5,,,QMA7981-HCAAY,-0.88,N,
BGA170,P40UKSD,QST,LGA12CBP,012DNUK014,7,108994,2003,N,N,AUK012DN2003A,,5,,,QMA7981-HCAAY,-0.76,N,
BGA170,P46UKT2,QST,LGA12CBP,012DNUK014,5,83968,2003,N,N,AUK012DN2003A,,4,,,QMA7981-HCAAY,-0.76,N,
BGA170,P46UKT6,QST,LGA12CBP,012DNUK014,5,74682,2003,N,N,AUK012DN2003A,,4,,,QMA7981-HCAAY,-0.88,N,
BGA170,P46UKTB,QST,LGA12CBP,012DNUK014,7,134251,2003,N,N,AUK012DN2003A,,6,,,QMA7981-HCAAY,-0.88,N,
BGA170,P46UKTF,QST,LGA12CBP,012DNUK014,1,11608,2003,N,N,AUK012DN2003A,,1,,,QMA7981-HCAAY,-0.88,N,
BGA170,P40UKS9,QST,LGA12CBP,012DNUK014,9,175266,2003,N,N,AUK012DN2003A,,8,,,QMA7981-HCAAY,-0.76,N,
BGA170,P40UKSE,QST,LGA12CBP,012DNUK014,8,159099,2003,N,N,AUK012DN2003A,,7,,,QMA7981-HCAAY,-0.76,N,
BGA170,P46UKT3,QST,LGA12CBP,012DNUK014,6,116892,2003,N,N,AUK012DN2003A,,5,,,QMA7981-HCAAY,-0.76,N,
BGA170,P46UKT7,QST,LGA12CBP,012DNUK014,5,97751,2003,N,N,AUK012DN2003A,,5,,,QMA7981-HCAAY,-0.88,N,
BGA170,P46UKTC,QST,LGA12CBP,012DNUK014,9,175178,2003,N,N,AUK012DN2003A,,8,,,QMA7981-HCAAY,-0.88,N,
BGA170,P46UKTG,QST,LGA12CBP,012DNUK014,3,51342,2003,N,N,AUK012DN2003A,,3,,,QMA7981-HCAAY,-0.88,N,
BGA170,P40UKSB,QST,LGA12CBP,012DNUK014,8,151938,2003,N,N,AUK012DN2003A,,7,,,QMA7981-HCAAY,-0.76,N,
BGA170,P40UKSF,QST,LGA12CBP,012DNUK014,5,91199,2003,N,N,AUK012DN2003A,,4,,,QMA7981-HCAAY,-0.76,N,
BGA170,P46UKT4,QST,LGA12CBP,012DNUK014,5,82065,2003,N,N,AUK012DN2003A,,4,,,QMA7981-HCAAY,-0.88,N,
BGA170,P46UKT9,QST,LGA12CBP,012DNUK014,1,19215,2003,N,N,AUK012DN2003A,,1,,,QMA7981-HCAAY,-0.88,N,
BGA170,P46UKTD,QST,LGA12CBP,012DNUK014,6,94752,2003,N,N,AUK012DN2003A,,4,,,QMA7981-HCAAY,-0.88,N,
BGA185,R03YZA1,ZJP,FBGA-96UEF,096EFYZ004,25,57538,2003,N,Y,AYZ096EF2003A,,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.43,N,
BGA185,R02YZA123,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.76,N,
BGA185,R02YZA509,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA517,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA521,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA1,ZJP,FBGA-96UEF,096EFYZ004,0,25,2070,N,Y,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.76,N,
BGA185,R02YZA124,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.76,N,
BGA185,R02YZA506,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA510,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA514,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA518,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA522,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA121,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.76,N,
BGA185,R02YZA125,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.76,N,
BGA185,R02YZA507,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA515,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA519,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA523,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA122,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.76,N,
BGA185,R02YZA126,ZJP,FBGA-96UEF,096EFYZ004,1388,0,2070,N,Y,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.76,N,
BGA185,R02YZA5,ZJP,FBGA-96UEF,096EFYZ004,0,25,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA508,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA516,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA520,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA524,ZJP,FBGA-96UEF,096EFYZ004,1977,0,2070,N,Y,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.88,N,
BGA185,R02YZA111,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2080,N,N,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.07,N,DA
BGA185,R02YZA119,ZJP,FBGA-96UEF,096EFYZ004,2476,0,2080,N,N,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.07,N,DA
BGA185,R02YZA325,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2080,N,N,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.91,N,DA
BGA185,R02YZA501,ZJP,FBGA-96UEF,096EFYZ004,2479,0,2080,N,N,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.23,N,DA
BGA185,R02YZA505,ZJP,FBGA-96UEF,096EFYZ004,2483,0,2080,N,N,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.23,N,DA
BGA185,R02YZA513,ZJP,FBGA-96UEF,096EFYZ004,2480,0,2080,N,N,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.23,N,DA
BGA185,R02YZA112,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2080,N,N,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.07,N,DA
BGA185,R02YZA120,ZJP,FBGA-96UEF,096EFYZ004,2480,0,2080,N,N,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.07,N,DA
BGA185,R02YZA326,ZJP,FBGA-96UEF,096EFYZ004,2090,0,2080,N,N,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-0.91,N,DA
BGA185,R02YZA502,ZJP,FBGA-96UEF,096EFYZ004,2470,0,2080,N,N,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.23,N,DA
BGA185,R02YZA117,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2080,N,N,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.07,N,DA
BGA185,R02YZA503,ZJP,FBGA-96UEF,096EFYZ004,2428,0,2080,N,N,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.23,N,DA
BGA185,R02YZA511,ZJP,FBGA-96UEF,096EFYZ004,2480,0,2080,N,N,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.23,N,DA
BGA185,R02YZA110,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2080,N,N,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.07,N,DA
BGA185,R02YZA118,ZJP,FBGA-96UEF,096EFYZ004,2500,0,2080,N,N,AYZ096EF2003A,4,26,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.07,N,DA
BGA185,R02YZA504,ZJP,FBGA-96UEF,096EFYZ004,2460,0,2080,N,N,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.23,N,DA
BGA185,R02YZA512,ZJP,FBGA-96UEF,096EFYZ004,2477,0,2080,N,N,AYZ096EF2003A,4,24,,,P3T1GF40CBF-Z{YZ}{RYOWA},-1.23,N,DA
