bd_id,da_out,da_act
AQW024MAA007A,0.00,0.00
,0.00,0.00
ANI008OK2001A,381.50,28.67
AGA056TH2002A,0.00,0.00
AHQ0442J3005A,0.00,0.00
AHQ0442J3005A,0.00,0.00
AAS008YQ2001B,160.63,0.00
AAS008YQ2016A,10.15,0.00
AAS048MAB001A,0.00,0.00
AAS096EI2001A,0.00,0.00
AAS162KE1009A,0.00,0.00
,0.00,0.00
BU048MA2009B,0.00,0.00
BU048MW2005C,0.00,0.00
ABU096EA3001A,0.00,0.00
ABU096EF2001A,0.00,0.00
ABU200N78001A,0.00,0.00
ABU008YQ2002A,35.59,0.00
AMS078EN1002A,0.00,0.00
AMS078C93001B,0.00,0.00
AMS090NC4003A,0.00,0.00
ALW078C93002A,0.00,0.00
ALW132NY4010A,0.00,0.00
AAW016D53004A,317.15,3.73
AAW024MA5010B,0.00,0.00
AAW024MA6028B,0.00,0.00
AAW024MA6037B,0.00,0.00
AAW048TP1026E,167.10,6.48
,0.00,0.00
,0.00,0.00
,0.00,0.00
ANV0086A1065A,0.00,0.00
ANV0086A1046A,0.00,0.00
ANV0086A1069A,0.00,0.00
ANV0086A1078A,0.00,0.00
ANV345XTC011A,0.00,0.00
AAB008YQ2041A,0.00,0.00
AAB008YQ2038A,0.00,0.00
AAB024XJ6008A,0.00,0.00
AAB060NR1006A,0.00,0.00
AAB084RB2001A,0.00,0.00
AAB090MV1001A,0.00,0.00
,0.00,0.00
,0.00,0.00
ANI008YK3002A,0.00,0.00
ANI012Y32001B,0.00,0.00
ANI012Y32001B,0.00,0.00
ANI020YU1001M,0.00,0.00
ANI020YU1002B,0.00,0.00
,0.00,0.00
AHQ0223R1001A,0.00,0.00
ACD054TN1002B,0.00,0.00
ACD084CC2003A,0.00,0.00
AAS008FG1011A,17.90,0.00
AAS067N51014A,0.00,0.00
,0.00,0.00
ENG,0.00,0.00
BU048MW2002C,0.00,0.00
ABU090NC8003B,0.00,0.00
,0.00,0.00
ABU008Y62005A,0.00,0.00
ABU008YQ2027A,0.00,0.00
ABU024MA6008A,0.00,0.00
ABU024MA6009A,0.00,0.00
AOK016D53002A,0.00,0.00
AIS048MA9004A,0.00,0.00
IS048XJ2006A,0.00,0.00
AMS048TW1059A,0.00,0.00
AMS078EP1001A,281.78,5.89
ENG,0.00,0.00
AAW024MA6008A,0.00,0.00
AAW024XJ6011B,0.00,0.00
AAW048TP1026E,0.00,0.00
ANV345XTB016A,0.00,0.00
ANV0086A1070A,0.00,0.00
ANV132X2C049A,0.00,0.00
AAB008YB2005A,0.00,0.00
AAB008YB2011A,0.00,0.00
AAB008YM2018A,0.00,0.00
AAB024MA5010A,11.24,0.00
AAB024XW3011A,0.00,0.00
AAB096EF3001A,0.00,0.00
AYZ096EF2003A,16.39,7.44
,0.00,0.00
,0.00,0.00
ANI008Y71001C,0.00,0.00
ANI012Y32002D,0.00,0.00
ANI016OF2003A,0.00,0.00
ANI020YU1002B,0.00,0.00
AHQ0225N1001A,0.00,0.00
,0.00,0.00
,0.00,0.00
,0.00,0.00
AHQ0225N1001A,0.00,0.00
