process_id,master_desc,detail_id,remark
0008W235,Entity,E20700199,ESEC-2100
0008W235,Entity,E20700199,ESEC-2100
0008W235,Entity,E20700199,ESEC-2100
0008W235,Lot Size,O20700198,3200
0008W235,Entity Code,R20100698,Y
0008W235,PTN no,R21500198,05
0008W235,Support Entity,S20400199,Dual
0008W235,Support Entity,S20400199,Dual
0008W235,Support Entity,S22000102,
0008W235,Support Entity,S22000103,FG085A-CD2911.5-06A
0008W364,Entity,E20700199,DB-800;DB-700
0008W364,Entity,E20700199,DB-800;DB-700
0008W364,Entity,E20700199,DB-800;DB-700
0008W364,Lot Size,O20700198,4320
0008W364,Entity Code,R20100698,L
0008W364,Support Entity,S20400102,
0008W364,Support Entity,S20400102,
0008W374,Lot Size,O20700198,960
0008W374,Entity Code,R20100698,M
0008W374,Support Entity,S20400102,
0008W374,Support Entity,S20400102,
0008W748,Lot Size,O20700198,3520
0008W748,Entity Code,R20100698,C
0008W748,Support Entity,S20400102,
0008W748,Support Entity,S20400102,
0008W780,Lot Size,O20700198,2160
0008W780,Entity Code,R20100698,S
0008W780,Support Entity,S20400102,
0008W780,Support Entity,S20400102,
0008WA109,Lot Size,O20700198,950
0008WA109,Entity Code,R20100698,I
0008WA109,Support Entity,S20400102,
0008WA109,Support Entity,S20400102,
0008WA147,Lot Size,O20700198,6160
0008WA147,Entity Code,R20100698,S
0008WA147,Support Entity,S20400102,
0008WA147,Support Entity,S20400102,
0008WA208,Lot Size,O20700198,1200
0008WA208,Entity Code,R20100698,I
0008WA243,Lot Size,O20700198,1120
0008WA243,Entity Code,R20100698,S
0008WA243,Support Entity,S20400102,
0008WA243,Support Entity,S20400102,
0008WA401,Lot Size,O20700198,950
0008WA401,Entity Code,R20100698,I
0008WA407,Lot Size,O20700198,720
0008WA407,Entity Code,R20100698,G
0008WA407,Support Entity,S20400102,
0008WA407,Support Entity,S20400102,
0008WA432,Lot Size,O20700198,4320
0008WA432,Entity Code,R20100698,D
0008WA432,Support Entity,S20400102,
0008WA432,Support Entity,S20400102,
0008WA433,Lot Size,O20700198,6160
0008WA433,Entity Code,R20100698,C
0008WA433,Support Entity,S20400102,
0008WA433,Support Entity,S20400102,
0008WA88ENG,Lot Size,O20700198,720
0008WA88ENG,Entity Code,R20100698,I
0008WA89ENG,Lot Size,O20700198,720
0008WA89ENG,Entity Code,R20100698,I
0008WA90ENG,Entity Code,R20100698,G
0008WA90ENG,Support Entity,S20400102,
0008WA90ENG,Support Entity,S20400102,
0008WA91ENG,Entity Code,R20100698,G
0008WA91ENG,Support Entity,S20400102,
0008WA91ENG,Support Entity,S20400102,
0008WAA10,Lot Size,O20700198,2400
0008WAA10,Entity Code,R20100698,Y
0008WAA10,Support Entity,S20400102,
0008WAA10,Support Entity,S20400102,
0008WAA9,Lot Size,O20700198,2400
0008WAA9,Entity Code,R20100698,Y
0008WAA9,Support Entity,S20400102,
0008WAA9,Support Entity,S20400102,
0008WDAE001,Entity Code,R20100698,Y
0008WDAF001,Entity Code,R20100698,Y
0008WFCB001,Entity Code,R20100698,Y
0008WLAS001,Entity Code,R20100698,Y
0008WPRT001,Entity Code,R20100698,Y
0008WS201,Lot Size,O20700198,2880
0008WS201,Entity Code,R20100698,Y
0008WS201,Support Entity,S20400102,
0008WS201,Support Entity,S20400102,
0008WS206,Entity,E20700199,DB-800
0008WS206,Entity,E20700199,DB-800
0008WS206,Entity,E20700199,DB-800
0008WS206,Lot Size,O20700198,8640
0008WS206,Entity Code,R20100698,L
0008WS206,Support Entity,S20400102,
0008WS206,Support Entity,S20400102,
0008WS327,Lot Size,O20700198,1900
0008WS327,Entity Code,R20100698,M
0008WS327,Support Entity,S20400199,Single
0008WS327,Support Entity,S20400199,Single
0008WS329,Lot Size,O20700198,720
0008WS329,Entity Code,R20100698,L
0008WS329,Support Entity,S20400199,Dual
0008WS329,Support Entity,S20400199,Dual
0008WS360,Lot Size,O20700198,2520
0008WS360,Entity Code,R20100698,Y
0008WS360,Support Entity,S20400102,
0008WS360,Support Entity,S20400102,
0008WSA12,Lot Size,O20700198,3520
0008WSA12,Entity Code,R20100698,C
0008WSA12,Support Entity,S20400102,
0008WSA12,Support Entity,S20400102,
0008WSA5,Entity,E20700199,ESEC-2100; DB-800; DB-700
0008WSA5,Entity,E20700199,ESEC-2100; DB-800; DB-700
0008WSA5,Entity,E20700199,ESEC-2100; DB-800; DB-700
0008WSA5,Lot Size,O20700198,3520
0008WSA5,Entity Code,R20100698,A
0008WSA5,PTN No,R20800698,11
0008WSA5,Support Entity,S20400102,
0008WSA5,Support Entity,S20400102,
0008WSA5,Support Entity,S20400199,Dual
0008WSA5,Support Entity,S20400199,Dual
0008WSA7,Lot Size,O20700198,360
0008WSA7,Entity Code,R20100698,L
0008WSA7,Support Entity,S20400102,
0008WSA7,Support Entity,S20400102,
0008WSMT001,Entity Code,R20100698,Y
000IA003,PTN No,O20220198,12
000IA003,Lot Size,O20700198,999999
000IA003,Entity Code,R20100698,C
000IA003,Support Entity,S20400102,
000IA003,Support Entity,S20400102,
000IA009,Lot Size,O20700198,999999
000IA009,Entity Code,R20100698,Y
000IA009,Support Entity,S20400102,
000IA009,Support Entity,S20400102,
000IA010,PTN No,O20220198,12
000IA010,Lot Size,O20700198,999999
000IA010,Entity Code,R20100698,C
000IA010,Support Entity,S20400102,
000IA010,Support Entity,S20400102,
000IA031,Lot Size,O20700198,999999
000IA031,Entity Code,R20100698,Y
000IA031,Support Entity,S20400102,
000IA031,Support Entity,S20400102,
000IA033,Lot Size,O20700198,999999
000IA033,Entity Code,R20100698,Y
000IA033,Support Entity,S20400102,
000IA033,Support Entity,S20400102,
000IA034,Lot Size,O20700198,999999
000IA034,Entity Code,R20100698,Y
000IA034,Support Entity,S20400102,
000IA034,Support Entity,S20400102,
000IA039,Lot Size,O20700198,999999
000IA039,Entity Code,R20100698,Y
000IA039,Support Entity,S20400102,
000IA039,Support Entity,S20400102,
000IA040,Lot Size,O20700198,999999
000IA040,Entity Code,R20100698,Y
000IA045,Lot Size,O20700198,999999
000IA045,Entity Code,R20100698,Y
000IA058,Lot Size,O20700198,999999
000IA058,Entity Code,R20100698,Y
000IA058,Support Entity,S20400102,
000IA058,Support Entity,S20400102,
000IA068,Lot Size,O20700198,999999
000IA068,Entity Code,R20100698,Y
000IA068,Support Entity,S20400102,
000IA068,Support Entity,S20400102,
000IA073ENG,PTN No,O20220198,12
000IA073ENG,Lot Size,O20700198,999999
000IA073ENG,Entity Code,R20100698,O
000IA073ENG,Support Entity,S20400102,
000IA073ENG,Support Entity,S20400102,
000IA075,Lot Size,O20700198,999999
000IA075,Entity Code,R20100698,Y
000IA075,Support Entity,S20400102,
000IA075,Support Entity,S20400102,
000IA081,PTN No,O20220198,12
000IA081,Lot Size,O20700198,999999
000IA081,Entity Code,R20100698,V
000IA081,Support Entity,S20400102,
000IA081,Support Entity,S20400102,
000IA085,Lot Size,O20700198,999999
000IA085,Entity Code,R20100698,Y
000IA089,Lot Size,O20700198,999999
000IA089,Entity Code,R20100698,Y
000IA114,Lot Size,O20700198,999999
000IA114,Entity Code,R20100698,Y
000IA116,Lot Size,O20700198,999999
000IA116,Entity Code,R20100698,Y
000IA119,PTN No,O20220198,12
000IA119,Lot Size,O20700198,999999
000IA119,Entity Code,R20100698,V
000IA119,Support Entity,S20400102,
000IA119,Support Entity,S20400102,
000IA125,Lot Size,O20700198,999999
000IA125,Entity Code,R20100698,Y
000IA125,Support Entity,S20400102,
000IA125,Support Entity,S20400102,
000IA129,PTN No,O20220198,12
000IA129,Lot Size,O20700198,999999
000IA129,Entity Code,R20100698,X
000IA129,Support Entity,S20400102,
000IA129,Support Entity,S20400102,
000IA138,Lot Size,O20700198,999999
000IA138,Entity Code,R20100698,Y
000IA138,Support Entity,S20400102,
000IA138,Support Entity,S20400102,
000IA143,Lot Size,O20700198,999999
000IA143,Entity Code,R20100698,Y
000IA147,Lot Size,O20700198,999999
000IA147,Entity Code,R20100698,Y
000IA149,Lot Size,O20700198,999999
000IA149,Entity Code,R20100698,Y
000IA149,Support Entity,S20400102,
000IA149,Support Entity,S20400102,
000IA162,PTN No,O20220198,12
000IA162,Lot Size,O20700198,999999
000IA162,Entity Code,R20100698,X
000IA162,Support Entity,S20400199,Dual
000IA162,Support Entity,S20400199,Dual
000IA163,PTN No,O20220198,12
000IA163,Lot Size,O20700198,999999
000IA163,Entity Code,R20100698,C
000IA163,Support Entity,S20400102,
000IA163,Support Entity,S20400102,
000IA179,PTN No,O20220198,12
000IA179,Lot Size,O20700198,999999
000IA179,Entity Code,R20100698,C
000IA179,Support Entity,S20400102,
000IA179,Support Entity,S20400102,
000IA184,PTN No,O20220198,12
000IA184,Lot Size,O20700198,999999
000IA184,Entity Code,R20100698,C
000IA184,Support Entity,S20400102,
000IA184,Support Entity,S20400102,
000IA190,PTN No,O20220198,12
000IA190,Lot Size,O20700198,999999
000IA190,Entity Code,R20100698,C
000IA190,Support Entity,S20400102,
000IA190,Support Entity,S20400102,
000IA193,Lot Size,O20700198,999999
000IA193,Entity Code,R20100698,Y
000IA203,PTN No,O20220198,12
000IA203,Lot Size,O20700198,999999
000IA203,Entity Code,R20100698,C
000IA203,Support Entity,S20400102,
000IA203,Support Entity,S20400102,
000IA214,PTN No,O20220198,12
000IA214,Lot Size,O20700198,999999
000IA214,Entity Code,R20100698,X
000IA218,Lot Size,O20700198,999999
000IA218,Entity Code,R20100698,Y
000IA218,Support Entity,S20400102,
000IA218,Support Entity,S20400102,
000IA219,PTN No,O20220198,12
000IA219,Lot Size,O20700198,999999
000IA219,Entity Code,R20100698,X
000IA219,Support Entity,S20400102,
000IA219,Support Entity,S20400102,
000IA220,Lot Size,O20700198,999999
000IA220,Entity Code,R20100698,Y
000IA220,Support Entity,S20400102,
000IA220,Support Entity,S20400102,
000IA232,Lot Size,O20700198,999999
000IA232,Entity Code,R20100698,Y
000IA235,Lot Size,O20700198,999999
000IA235,Entity Code,R20100698,Y
000IA235,Support Entity,S20400102,
000IA235,Support Entity,S20400102,
000IA236,PTN No,O20220198,12
000IA236,Lot Size,O20700198,999999
000IA236,Entity Code,R20100698,C
000IA236,Support Entity,S20400102,
000IA236,Support Entity,S20400102,
000IA250,PTN No,O20220198,12
000IA250,Lot Size,O20700198,999999
000IA250,Entity Code,R20100698,X
000IA250,Support Entity,S20400102,
000IA250,Support Entity,S20400102,
000IA251,PTN No,O20220198,12
000IA251,Lot Size,O20700198,999999
000IA251,Entity Code,R20100698,C
000IA251,Support Entity,S20400102,
000IA251,Support Entity,S20400102,
000IA258,PTN No,O20220198,12
000IA258,Lot Size,O20700198,999999
000IA258,Entity Code,R20100698,O
000IA259,Lot Size,O20700198,999999
000IA259,Entity Code,R20100698,Y
000IA281,PTN No,O20220198,12
000IA281,Lot Size,O20700198,999999
000IA281,Entity Code,R20100698,C
000IA281,Support Entity,S20400102,
000IA281,Support Entity,S20400102,
000IA283,PTN No,O20220198,12
000IA283,Lot Size,O20700198,999999
000IA283,Entity Code,R20100698,B
000IA283,Support Entity,S20400102,
000IA283,Support Entity,S20400102,
000IA288,PTN No,O20220198,12
000IA288,Lot Size,O20700198,999999
000IA288,Entity Code,R20100698,C
000IA288,Support Entity,S20400102,
000IA288,Support Entity,S20400102,
000IA292,PTN No,O20220198,12
000IA292,Lot Size,O20700198,999999
000IA292,Entity Code,R20100698,C
000IA292,Support Entity,S20400102,
000IA292,Support Entity,S20400102,
000IA298,PTN No,O20220198,12
000IA298,Lot Size,O20700198,999999
000IA298,Entity Code,R20100698,N
000IA298,Support Entity,S20400102,
000IA298,Support Entity,S20400102,
000IA313,Lot Size,O20700198,999999
000IA313,Entity Code,R20100698,Y
000IA317,Lot Size,O20700198,999999
000IA317,Entity Code,R20100698,Y
000IA325,Lot Size,O20700198,999999
000IA325,Entity Code,R20100698,Y
000IA325,Support Entity,S20400102,
000IA325,Support Entity,S20400102,
000IA333,Lot Size,O20700198,999999
000IA333,Support Entity,S20400102,
000IA333,Support Entity,S20400102,
000IA335,Lot Size,O20700198,999999
000IA335,Entity Code,R20100698,T
000IA335,Support Entity,S20400102,
000IA335,Support Entity,S20400102,
000IA353,PTN No,O20220198,12
000IA353,Lot Size,O20700198,999999
000IA353,Entity Code,R20100698,Y
000IA353,Support Entity,S20400102,
000IA353,Support Entity,S20400102,
000IAE07ENG,PTN No,O20220198,12
000IAE07ENG,Lot Size,O20700198,999999
000IAE07ENG,Entity Code,R20100698,Y
000IAE07ENG,Support Entity,S20400102,
000IAE07ENG,Support Entity,S20400102,
000IAE22ENG,Lot Size,O20700198,999999
000IAE22ENG,Entity Code,R20100698,O
000IAE25ENG,Lot Size,O20700198,999999
000IAE25ENG,Entity Code,R20100698,X
000IAE25ENG,Support Entity,S20400102,
000IAE25ENG,Support Entity,S20400102,
0086A021,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A021,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A021,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A021,Entity (KNS),E22000298,Maxum Plus
0086A021,Entity,E22500199,TEPLA
0086A021,Lot Size,O20700198,1600
0086A021,Entity Code,R20100698,C
0086A021,PTN No,R20510198,15
0086A021,PTN No,R20800698,11
0086A021,PTN no,R21400198,66
0086A021,PTN no,R21400198,66
0086A021,PTN no,R21500198,05
0086A021,PTN no,R22500198,02
0086A021,PTN no,R23300398,01
0086A021,Support Entity,S20400199,Dual
0086A021,Support Entity,S20400199,Dual
0086A021,Support Entity,S22000102,
0086A021,Support Entity,S22000103,FG085A-CD2911.5-06A
0086A099,Entity,E20700199,ESEC-2100
0086A099,Entity,E20700199,ESEC-2100
0086A099,Entity,E20700199,ESEC-2100
0086A099,Entity,E21300199,DB-800; DB-830
0086A099,Entity,E21500199,MARCH_FAST
0086A099,Entity (KNS),E22000298,Maxum Plus
0086A099,Entity,E22500199,TEPLA
0086A099,Lot Size,O20700198,1600
0086A099,PTN No,R20510198,15
0086A099,PTN No,R20800698,11
0086A099,PTN no,R21400198,66
0086A099,PTN no,R21400198,66
0086A099,PTN no,R21500198,05
0086A099,PTN no,R22500198,02
0086A099,PTN no,R23300398,01
0086A099,Support Entity,S20400199,Dual
0086A099,Support Entity,S20400199,Dual
0086A099,Support Entity,S22000102,
0086A099,Support Entity,S22000103,SU-22061-263E12
0086A123,Entity,E20700199,ESEC 2100SD
0086A123,Entity,E20700199,ESEC 2100SD
0086A123,Entity,E20700199,ESEC 2100SD
0086A123,Entity,E21300199,ESEC 2100SD / DB800 /DB830
0086A123,Entity (KNS),E22000298,Ultra; Iconn
0086A123,Entity,E22500102,
0086A123,Lot Size,O20700198,1600
0086A123,PTN No,R20510198,15
0086A123,PTN No,R20800698,11
0086A123,PTN no,R21400198,66
0086A123,PTN no,R21400198,66
0086A123,PTN no,R21500198,05
0086A123,PTN no,R22500198,02
0086A123,PTN no,R23300398,01
0086A123,Support Entity,S20400199,Dual
0086A123,Support Entity,S20400199,Dual
0086A123,Support Entity,S22000102,
0086A123,Support Entity,S22000103,SU-22061-263E12
0086A128,Entity,E20700199,ESEC-2100
0086A128,Entity,E20700199,ESEC-2100
0086A128,Entity,E20700199,ESEC-2100
0086A128,Entity,E21300199,ESEC-2100; DB-800; DB-830
0086A128,Entity (KNS),E22000298,Iconn;Iconn Plus;RAPID
0086A128,Entity,E22500102,
0086A128,Lot Size,O20700198,1600
0086A128,PTN No,R20510198,15
0086A128,PTN No,R20800698,11
0086A128,PTN no,R21400198,66
0086A128,PTN no,R21400198,66
0086A128,PTN no,R21500198,05
0086A128,PTN no,R22500198,02
0086A128,PTN no,R23300398,01
0086A128,Support Entity,S20400102,
0086A128,Support Entity,S20400102,
0086A128,Support Entity,S22000102,
0086A128,Support Entity,S22000103,SU-22061-263E12
0086A137,Entity,E20700199,ESEC-2100
0086A137,Entity,E20700199,ESEC-2100
0086A137,Entity,E20700199,ESEC-2100
0086A137,Entity,E21300199,ESEC-2100; DB-800; DB-830
0086A137,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A137,Entity,E22500102,
0086A137,Lot Size,O20700198,1600
0086A137,PTN No,R20510198,15
0086A137,PTN No,R20800698,DV-028
0086A137,PTN no,R21400198,66
0086A137,PTN no,R21400198,66
0086A137,PTN no,R21500198,05
0086A137,PTN no,R22500198,02
0086A137,PTN no,R23300398,01
0086A137,Support Entity,S20400102,
0086A137,Support Entity,S20400102,
0086A137,Support Entity,S22000102,
0086A137,Support Entity,S22000103,SU-22061-263E12
0086A138,Entity,E20700199,ESEC-2100
0086A138,Entity,E20700199,ESEC-2100
0086A138,Entity,E20700199,ESEC-2100
0086A138,Entity,E21300199,ESEC-2100; DB-800; DB-830
0086A138,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A138,Entity,E22500102,
0086A138,Lot Size,O20700198,1600
0086A138,PTN No,R20510198,15
0086A138,PTN No,R20800698,DV-028
0086A138,PTN no,R21400198,66
0086A138,PTN no,R21400198,66
0086A138,PTN no,R21500198,05
0086A138,PTN no,R22500198,02
0086A138,PTN no,R23300398,01
0086A138,Support Entity,S20400102,
0086A138,Support Entity,S20400102,
0086A138,Support Entity,S22000102,
0086A138,Support Entity,S22000103,SU-22061-263E12
0086A139,Entity,E20700199,ESEC-2100
0086A139,Entity,E20700199,ESEC-2100
0086A139,Entity,E20700199,ESEC-2100
0086A139,Entity,E21300199,ESEC-2100; DB-800; DB-830
0086A139,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A139,Entity,E22500102,
0086A139,Lot Size,O20700198,1600
0086A139,PTN No,R20510198,15
0086A139,PTN No,R20800698,DV-028
0086A139,PTN no,R21400198,66
0086A139,PTN no,R21400198,66
0086A139,PTN no,R21500198,05
0086A139,PTN no,R22500198,02
0086A139,PTN no,R23300398,01
0086A139,Support Entity,S20400102,
0086A139,Support Entity,S20400102,
0086A139,Support Entity,S22000102,
0086A139,Support Entity,S22000103,SU-22061-263E12
0086A140,Entity,E20700199,ESEC-2100
0086A140,Entity,E20700199,ESEC-2100
0086A140,Entity,E20700199,ESEC-2100
0086A140,Entity,E21300199,ESEC-2100; DB-800; DB-830
0086A140,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A140,Entity,E22500102,
0086A140,Lot Size,O20700198,1600
0086A140,PTN No,R20510198,15
0086A140,PTN No,R20800698,DV-028
0086A140,PTN no,R21400198,66
0086A140,PTN no,R21400198,66
0086A140,PTN no,R21500198,05
0086A140,PTN no,R22500198,02
0086A140,PTN no,R23300398,01
0086A140,Support Entity,S20400102,
0086A140,Support Entity,S20400102,
0086A140,Support Entity,S22000102,
0086A140,Support Entity,S22000103,SU-22061-263E12
0086A148,Entity,E20700199,ESEC-2100
0086A148,Entity,E20700199,ESEC-2100
0086A148,Entity,E20700199,ESEC-2100
0086A148,Entity,E21300199,ESEC-2100; DB-800; DB-830
0086A148,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A148,Entity,E22500102,
0086A148,Lot Size,O20700198,1600
0086A148,PTN No,R20510198,15
0086A148,PTN No,R20800698,11
0086A148,PTN no,R21400198,66
0086A148,PTN no,R21400198,66
0086A148,PTN no,R21500198,05
0086A148,PTN no,R22500198,02
0086A148,PTN no,R23300398,01
0086A148,Support Entity,S20400102,
0086A148,Support Entity,S20400102,
0086A148,Support Entity,S22000102,
0086A148,Support Entity,S22000103,SU-22061-263E12
0086A156,Entity,E20700199,ESEC-2100
0086A156,Entity,E20700199,ESEC-2100
0086A156,Entity,E20700199,ESEC-2100
0086A156,Entity,E21300199,ESEC-2100; DB-800; DB-700; DB-830
0086A156,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A156,Entity,E22500102,
0086A156,Lot Size,O20700198,1600
0086A156,PTN No,R20510198,15
0086A156,PTN No,R20800698,11
0086A156,PTN no,R21400198,66
0086A156,PTN no,R21400198,66
0086A156,PTN no,R21500198,05
0086A156,PTN no,R22500198,02
0086A156,PTN no,R23300398,01
0086A156,Support Entity,S20400102,
0086A156,Support Entity,S20400102,
0086A156,Support Entity,S22000102,
0086A156,Support Entity,S22000103,SU-22061-263E12
0086A159,Entity,E20700199,ESEC-2100
0086A159,Entity,E20700199,ESEC-2100
0086A159,Entity,E20700199,ESEC-2100
0086A159,Entity,E21300199,ESEC-2100; DB-800; DB-830
0086A159,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A159,Entity,E22500102,
0086A159,Lot Size,O20700198,1600
0086A159,PTN No,R20510198,15
0086A159,PTN No,R20800698,11
0086A159,PTN no,R21400198,66
0086A159,PTN no,R21400198,66
0086A159,PTN no,R21500198,05
0086A159,PTN no,R22500198,02
0086A159,PTN no,R23300398,01
0086A159,Support Entity,S22000102,
0086A159,Support Entity,S22000103,SU-22061-263E12
0086A160,Entity,E20700199,ESEC-2100
0086A160,Entity,E20700199,ESEC-2100
0086A160,Entity,E20700199,ESEC-2100
0086A160,Entity,E21300199,ESEC-2100; DB-800; DB-830
0086A160,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A160,Entity,E22500102,
0086A160,Lot Size,O20700198,1600
0086A160,PTN No,R20510198,15
0086A160,PTN No,R20800698,11
0086A160,PTN no,R21400198,DV-002
0086A160,PTN no,R21400198,DV-002
0086A160,PTN no,R21500198,05
0086A160,PTN no,R22500198,02
0086A160,PTN no,R23300398,01
0086A160,Support Entity,S22000102,
0086A160,Support Entity,S22000103,SU-22061-263E12
0086A168,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A168,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A168,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A168,Entity,E21300199,ESEC-2100; DB-800; DB-700; DB-830
0086A168,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A168,Entity,E22500102,
0086A168,Lot Size,O20700198,1600
0086A168,PTN No,R20510198,15
0086A168,PTN No,R20800698,11
0086A168,PTN no,R21400198,66
0086A168,PTN no,R21400198,66
0086A168,PTN no,R21500198,05
0086A168,PTN no,R22500198,02
0086A168,PTN no,R23300398,01
0086A168,Support Entity,S20400102,
0086A168,Support Entity,S20400102,
0086A168,Support Entity,S22000102,
0086A168,Support Entity,S22000103,SU-22061-263E12
0086A169,Entity,E20700199,ESEC-2100
0086A169,Entity,E20700199,ESEC-2100
0086A169,Entity,E20700199,ESEC-2100
0086A169,Entity,E21300199,DB-800; DB-830
0086A169,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A169,Entity,E22500102,
0086A169,Lot Size,O20700198,1600
0086A169,PTN No,R20510198,15
0086A169,PTN No,R20800698,11
0086A169,PTN no,R21400198,66
0086A169,PTN no,R21400198,66
0086A169,PTN no,R21500198,05
0086A169,PTN no,R22500198,02
0086A169,PTN no,R23300398,01
0086A169,Support Entity,S20400102,
0086A169,Support Entity,S20400102,
0086A169,Support Entity,S22000102,
0086A169,Support Entity,S22000103,SU-22061-263E12
0086A170,Entity,E20700199,ESEC-2100
0086A170,Entity,E20700199,ESEC-2100
0086A170,Entity,E20700199,ESEC-2100
0086A170,Entity,E21300199,DB-800; DB-830
0086A170,Entity (KNS),E22000298,Maxum Plus;Ultra;Iconn;Iconn Plus;RAPID
0086A170,Entity,E22500102,
0086A170,Lot Size,O20700198,1600
0086A170,PTN No,R20510198,15
0086A170,PTN No,R20800698,11
0086A170,PTN no,R21400198,11
0086A170,PTN no,R21400198,11
0086A170,PTN no,R21500198,05
0086A170,PTN no,R22500198,02
0086A170,PTN no,R23300398,01
0086A170,Support Entity,S20400102,
0086A170,Support Entity,S20400102,
0086A170,Support Entity,S22000102,
0086A170,Support Entity,S22000103,SU-22061-263E12
0086A171,Entity,E20700199,ESEC-2100
0086A171,Entity,E20700199,ESEC-2100
0086A171,Entity,E20700199,ESEC-2100
0086A171,Entity,E21300199,DB-800; DB-700; DB-830
0086A171,Entity (KNS),E22000298,Maxum Plus
0086A171,Entity,E22500102,
0086A171,Lot Size,O20700198,1600
0086A171,PTN No,R20510198,15
0086A171,PTN No,R20800698,11
0086A171,PTN no,R21400198,66
0086A171,PTN no,R21400198,66
0086A171,PTN no,R21500198,05
0086A171,PTN no,R22500198,02
0086A171,PTN no,R23300398,01
0086A171,Support Entity,S22000102,
0086A171,Support Entity,S22000103,SU-22061-263E12
0086A172,Entity,E20700199,ESEC-2100
0086A172,Entity,E20700199,ESEC-2100
0086A172,Entity,E20700199,ESEC-2100
0086A172,Entity,E21300199,ESEC-2100; DB-800; DB-830
0086A172,Entity (KNS),E22000298,Iconn;Iconn Plus;RAPID
0086A172,Entity,E22500102,
0086A172,Lot Size,O20700198,1600
0086A172,PTN No,R20510198,15
0086A172,PTN No,R20800698,11
0086A172,PTN no,R21500198,05
0086A172,PTN no,R22500198,02
0086A172,PTN no,R23300398,01
0086A172,PTN no,R31400198,66
0086A172,Support Entity,S22000102,
0086A172,Support Entity,S22000103,SU-22061-263E12
0086A173,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A173,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A173,Entity,E20700199,ESEC-2100; DB-800; DB-700; DB-830
0086A173,Entity,E21300199,ESEC-2100; DB-800; DB-700; DB-830
0086A173,Entity (KNS),E22000298,Iconn Plus;RAPID
0086A173,Entity,E22500102,
0086A173,Lot Size,O20700198,1600
0086A173,PTN No,R20510198,15
0086A173,PTN No,R20800698,11
0086A173,PTN no,R21500198,05
0086A173,PTN no,R22500198,02
0086A173,PTN no,R23300398,01
0086A173,PTN no,R31400198,66
0086A173,Support Entity,S22000102,
0086A173,Support Entity,S22000103,SU-22061-263E12
0086B019,Entity,E20700199,ESEC-2100
0086B019,Entity,E20700199,ESEC-2100
0086B019,Entity,E20700199,ESEC-2100
0086B019,Entity,E21300199,DB-800; DB-830
0086B019,Entity,E21500199,MARCH_FAST
0086B019,Entity (KNS),E22000298,Iconn
0086B019,Entity,E22500199,Tepla-400/660
0086B019,Lot Size,O20700198,800
0086B019,Entity Code,R20100698,Y
0086B019,PTN No,R20510198,15
0086B019,PTN No,R20800698,11
0086B019,PTN no,R21400198,66
0086B019,PTN no,R21400198,66
0086B019,PTN no,R21500198,05
0086B019,PTN no,R22500198,02
0086B019,PTN no,R23300398,01
0086B019,Support Entity,S20400102,
0086B019,Support Entity,S20400102,
0086B019,Support Entity,S22000102,
0086B019,Support Entity,S22000103,SU-22061-263E12
0086B019,Support Entity,S23000102,1241E0MW14
0086B019,Support Entity,S23000102,1241E0MW14
0086B019,Support Entity,S23000102,1241E0MW14
008DR011,Entity,E20700199,ESEC-2100; DB-800; DB-700
008DR011,Entity,E20700199,ESEC-2100; DB-800; DB-700
008DR011,Entity,E20700199,ESEC-2100; DB-800; DB-700
008DR011,Entity (KNS),E22000298,Ultra
008DR011,Entity,E22500199,E&R
008DR011,Lot Size,O20700198,5760
008DR011,Entity Code,R20100698,Y
008DR011,PTN No,R20800698,66
008DR011,PTN no,R21500198,06
008DR011,PTN no,R22500198,15
008DR011,PTN no,R23300398,13
008DR011,Support Entity,S20400102,
008DR011,Support Entity,S20400102,
008DR011,Support Entity,S22000102,
008DR011,Support Entity,S22000103,SU-24075-355E
008DR050,Entity,E20700199,ESEC-2100; DB-800; DB-830
008DR050,Entity,E20700199,ESEC-2100; DB-800; DB-830
008DR050,Entity,E20700199,ESEC-2100; DB-800; DB-830
